Member Number,Date Renewal Comms Sent,Date Renewal Comms Opened
10650662,20130117,
10651807,20140129,
10651825,20130429,
10651835,20130129,
10649087,20130422,
10627711,20130213,
10641600,20121217,
10627719,20130213,
10939402,20150909,
10649053,20130123,
10621909,20131106,
10103349,20120222,
10645215,20130415,
10645222,20130415,
10646473,20130318,
10646473,20130122,
10646473,20130118,
10893235,20150228,20150228
10739223,20130816,
10687400,20140516,
10839479,20150616,20150616
10638392,20131217,20131217
10118221,20120717,
10118221,20131216,
10873383,20150306,
10654719,20140422,
10652106,20130429,
10881978,20150331,
10172158,20121117,
10172158,20131118,20131118
10650903,20130425,
10647180,20130717,
10653811,20130502,
10659025,20110920,
10659025,20150414,
10655023,20130506,
10655028,20130506,
10639154,20130117,
10641791,20130415,
10644331,20130408,
10644331,20130910,
10644331,20130907,
10644331,20140207,
10644331,20150407,
10295966,20121017,
10594150,20121214,
10637547,20130312,
10807998,20140818,
10631323,20130222,
10632580,20131128,
10632585,20130129,
10105693,20121116,
10787076,20140424,
10775231,20131121,
10775392,20140411,
10775392,20140911,
10775392,20150114,
10626326,20130213,
10623968,20130213,
10735244,20131203,
10642371,20130719,
10642371,20130330,
10744558,20131227,20131227
10698193,20130403,
10698193,20130927,
10698193,20130927,
10698193,20140127,20140127
10698193,20140707,
10761838,20140408,20140408
10639407,20130318,
10639407,20130719,
10149428,20120326,20120326
10148137,20120416,
10149429,20120326,
10107238,20111017,
10654492,20140205,
10654492,20150305,
10107659,20110711,
10655981,20130508,
10655987,20130208,
10601657,20121227,
10885529,20130501,
10885529,20130902,
10885529,20130902,
10885529,20140102,
10885529,20150706,
10885529,20141002,
10885529,20150206,
10885529,20151105,
10653276,20130916,
10649587,20130423,
10650702,20130425,
10650702,20130826,
10650702,20151030,
10650761,20130501,
10743522,20140125,
10743522,20140602,
10651869,20130429,
10654763,20130506,
10654763,20130916,
10654763,20130905,
10552097,20130613,
10107611,20130613,
10107611,20140714,20140714
10647002,20140120,20140121
10648309,20130422,
10784535,20130507,
10784535,20140421,
10654752,20150518,
10654752,20140405,
10695046,20130110,
10695046,20130508,
10644416,20130415,
10645699,20130416,
10645699,20140517,
10652398,20140130,20140130
10621981,20130206,
10546091,20130530,
10648873,20130117,
10620744,20130214,
10636476,20150112,
10618279,20121017,
10618297,20121017,
10618299,20130201,
10852873,20150731,
10634956,20121205,
10706964,20140317,
10810958,20130304,
10810958,20120531,
10810958,20120131,
10810958,20130702,
10810958,20130703,
10810958,20140619,20140630
10675399,20130705,
10283223,20111104,
10623699,20121117,
10060685,20110921,20110921
10626066,20130213,
10626081,20131113,
10626092,20130213,
10621381,20130204,
10620211,20121031,
10650095,20140124,
10650095,20150307,20150309
10920754,20150527,
10908749,20150428,
10653352,20130501,
10654507,20140205,
10654540,20130506,
10506484,20130214,
10932393,20150818,20150818
10626584,20130213,
10626584,20130612,
10103712,20120227,20120227
10626622,20131220,20131220
10629051,20130218,
10654269,20130504,
10831316,20130422,
10106534,20120416,
10106534,20130517,
10106535,20120416,
10106535,20130517,
10649882,20140129,
10893069,20151210,20151211
10106651,20141115,
10622843,20130207,
10711617,20131114,
10620490,20130213,
10620492,20130213,
10618058,20130126,
10639473,20130517,
10639475,20130319,
10757547,20130228,
10205389,20110926,
10629760,20130218,
10630916,20131123,20131123
10632082,20130225,
10632155,20130304,
10459187,20130114,
10627306,20131216,
10411933,20110726,20110726
10411933,20120816,
10672510,20130214,
10672510,20130626,
10624675,20131111,20131111
10174251,20120116,20120116
10645766,20140117,
10645766,20150214,
10664481,20130226,
10623504,20131009,20131009
10103518,20121031,
10103166,20120220,
10656539,20130916,
10656539,20130516,
10621175,20130202,
10644498,20130112,
10641938,20130328,
10640462,20131224,
10640495,20130817,
10814153,20140628,20140628
10632680,20140415,
10633918,20130302,
10633981,20121217,
10629990,20130219,
10630034,20130218,
10654306,20130506,
10654319,20130506,
10782772,20141218,
10628826,20131118,
10757379,20141027,
10651995,20130129,
10648342,20130426,
10648349,20140127,20140127
10619132,20121017,
10621497,20130204,
10621526,20130204,
10635948,20130308,
10636015,20131211,20131213
10617772,20130213,
10619083,20130130,
10619083,20130930,
10634739,20130304,
10107135,20121003,
10107135,20131211,20131211
10107135,20150112,20150112
10630682,20130221,
10103761,20120228,20120228
10627097,20131118,
10628308,20131118,
10628308,20141117,
10626660,20130213,
10173792,20111108,
10619790,20131031,
10661610,20130520,
10620904,20130202,
10622157,20130206,
10622157,20130606,
10622165,20130306,
10622165,20131007,
10622051,20131106,
10622061,20130206,
10622061,20130615,
10622061,20140814,
10622061,20141223,
10779064,20130213,
10779064,20150212,
10623145,20130208,
10623145,20130708,
10675697,20130408,
10641683,20121227,
10641683,20121227,
10393660,20110714,
10562634,20121105,
10536494,20130416,
10636282,20131211,
10674116,20130301,
10633719,20130401,
10634007,20130304,
10634013,20130304,
10626123,20130213,
10626141,20130213,
10626141,20130612,
10626141,20131012,
10626141,20140212,
10626141,20140612,
10626141,20141013,20141013
10626141,20150212,20150212
10631530,20130117,
10133050,20120702,
10133050,20130708,
10133049,20120702,
10133049,20131002,
10712690,20131118,20131118
10133531,20130125,
10133531,20120106,
10133531,20130525,
10133530,20120206,20120206
10621237,20131104,20131104
10621237,20150103,
10627879,20121115,
10634466,20121205,
10629314,20130218,
10825429,20140731,20140731
10630437,20130219,
10592214,20131211,
10628043,20131016,
10629261,20130218,
10738617,20140915,20140915
10596540,20121218,
10881312,20150124,
10601320,20130926,
10601320,20130926,
10601340,20130831,
10601347,20130916,
10602463,20130429,
10602463,20121229,
10602474,20121229,
10603662,20130916,
10780074,20150105,
10599027,20130916,
10599054,20130916,
10599075,20130826,
10600148,20130831,
10622928,20130817,
10619420,20121105,
10451449,20121130,
10683987,20140707,
10620597,20130916,
10636043,20130311,
10108425,20110711,
10573088,20130701,
10633487,20130228,
10739031,20130304,
10787921,20150128,20150128
10630982,20131024,
10627145,20131216,
10628378,20130214,
10890546,20121116,
10706673,20140630,
10661890,20130521,
10660844,20130618,
10813255,20140212,20140212
10630044,20121217,
10630098,20130219,
10619841,20130131,
10619844,20130131,
10627653,20140414,
10628896,20130216,
10674495,20130216,
10674495,20130702,
10689991,20130308,
10689991,20130902,
10689991,20130902,
10689991,20140102,
10689991,20140630,
10689991,20141129,20141129
10969553,20151014,
10635538,20130309,
10785063,20131119,20131119
10785063,20150122,
10840243,20140916,
10887928,20150212,
10915743,20150616,20150616
10651064,20141105,
10619818,20130131,
10839180,20131130,
10839180,20150616,20150616
10618225,20131030,
10653515,20130829,
10633802,20131202,20131202
10812546,20130309,
10695606,20130617,
10610858,20130114,
10610858,20130312,
10610865,20130114,
10102258,20120214,
10744388,20131227,20131228
10608512,20131211,
10554215,20120614,
10880567,20150122,20150122
10602278,20130831,
10602282,20130902,
10635728,20130916,
10603442,20130101,
10603448,20130902,
10603450,20130902,
10836748,20130101,
10836748,20140908,20140908
10836748,20150117,20150117
10599984,20130924,
10599991,20130924,
10601145,20121226,
10601145,20140127,
10601145,20150223,20150223
10616863,20130221,
10620348,20131001,
10620354,20131001,
10620398,20130201,
10621553,20130207,
10633240,20131203,20131203
10701661,20131010,
10655259,20130506,
10633216,20121129,
10548634,20130517,
10633238,20121129,
10484168,20120614,
10631070,20130221,
10622270,20131106,
10623373,20130208,
10629866,20130218,
10132207,20111001,
10621030,20130318,
10345607,20130117,
10345024,20130117,
10344428,20130117,
10344116,20130117,
10629855,20121120,
10600279,20120924,
10600280,20130923,
10471712,20120529,
10599103,20121222,
10600202,20121225,
10613219,20130923,
10102380,20120214,
10614556,20130923,
10615915,20130123,
10615917,20130123,
10617960,20130206,
10617967,20130206,
10617979,20130206,
10617985,20130206,
10654417,20121225,
10609435,20130916,
10102116,20120214,20120214
10906626,20121217,
10607086,20130909,
10924048,20150616,
10959999,20150917,
10608255,20130916,
10623637,20130213,
10623637,20130610,
10604653,20130909,
10605870,20130214,
10605870,20130114,
10602045,20130831,
10138625,20110722,
10654957,20130309,
10654957,20130206,
10654957,20130508,
10654957,20131106,
10654957,20140306,
10598616,20130916,
10600931,20130831,
10600938,20121226,
10601511,20121227,
10621340,20121224,
10621340,20131104,20131104
10102586,20130116,
10615363,20121023,
10859397,20130923,
10616642,20130124,
10598628,20121222,
10618976,20130129,
10620133,20130131,
10621313,20130304,
10619040,20121017,
10620186,20130201,
10664972,20130531,
10866443,20141216,
10485302,20120514,
10629394,20130218,
10629394,20130619,
10174081,20111223,
10628100,20130213,
10607401,20130916,
10629642,20131120,
10630812,20130220,
10606149,20130107,
10606165,20130107,
10607382,20130110,
10607391,20130916,
10607393,20130916,
10607394,20130916,
10607395,20130916,
10607396,20130916,
10901339,20150404,
10901339,20150804,20150810
10735359,20130916,
10604958,20130103,
10604949,20130103,
10612854,20130117,
10708767,20130117,
10101190,20120214,
10767432,20130213,
10767432,20130213,
10767432,20130611,
10195967,20141107,20141107
10782658,20130213,
10879075,20150120,
10616905,20130124,
10598880,20130921,
10598880,20130921,
10598893,20130831,
10598913,20130826,
10598932,20141121,
10615679,20130923,
10635908,20140414,20140414
10635908,20150515,20150619
10611853,20130916,
10855953,20150112,20150112
10633331,20130228,
10609203,20130213,
10609261,20130916,
10610374,20131014,
10664511,20130529,
10779500,20131008,
10779500,20131211,20131212
10779500,20150105,
10483894,20120514,
10172999,20110711,
10173717,20111020,
10604451,20131002,
10599522,20121224,
10323589,20130826,
10323589,20140924,
10323588,20130320,
10323588,20140419,
10323588,20150521,
10599573,20130923,
10599573,20130923,
10615119,20130219,
10616370,20130923,
10618723,20130128,
10618723,20130328,
10618731,20130328,
10618731,20130128,
10618732,20130427,
10618732,20131028,
10660966,20130118,
10660966,20130122,
10660966,20130520,
10634360,20130304,
10634363,20130304,
10635609,20130308,
10617396,20130125,
10617441,20130125,
10691400,20130902,
10691400,20130902,
10642460,20130213,
10612156,20130916,
10612156,20150917,
10613315,20130923,
10613349,20130923,
10613351,20130923,
10874256,20150108,20150108
10609759,20130916,
10932640,20150909,
10873270,20150307,
10873270,20150909,20150909
10605951,20130909,
10628188,20130213,
10629415,20130218,
10604687,20130103,
10690102,20140529,20140529
10604727,20120920,
10605904,20130105,
10600030,20120918,
10601167,20130902,
10601167,20130831,
10601195,20120918,
10601200,20130831,
10601218,20120918,
10626975,20140115,
10627016,20121218,
10614062,20130923,
10615439,20130122,
10615439,20130122,
10616675,20131024,
10616675,20141124,
10616682,20131123,20131123
10616682,20150324,20150324
10956704,20150909,
10598671,20121222,
10612820,20130923,
10102094,20120214,
10631776,20130225,
10631776,20130626,
10631776,20131028,
10631780,20130225,
10607570,20130124,
10389864,20120629,
10607816,20130117,
10607820,20130117,
10607857,20130916,
10605131,20141204,20141204
10605150,20130909,
10131980,20110727,
10101691,20120214,
10601629,20130831,
10514642,20120627,
10624279,20130909,
10939140,20151014,
10604206,20130909,
10604245,20121217,
10655802,20130508,
10639703,20130319,
10619657,20130130,
10635438,20121206,
10634206,20131203,
10052650,20110725,
10610688,20131014,
10607179,20130914,
10607179,20130913,
10745904,20130419,
10745904,20130819,
10745904,20140102,
10676870,20130716,
10626793,20130213,
10626793,20140102,
10603344,20130117,
10598738,20130826,
10600944,20130831,
10100924,20120214,
10598717,20130826,
10609950,20131212,20131214
10611119,20130114,
10311858,20120208,
10622111,20130206,
10623221,20130213,
10615175,20130122,
10615175,20130121,
10615175,20130620,
10616457,20130225,
10616457,20130124,
10904998,20130117,
10614806,20130923,
10448253,20120314,20120314
10830342,20130805,
10608998,20130111,
10609014,20130111,
10864338,20141215,
10780272,20140107,20140117
10587681,20130731,
10583181,20130722,
10583184,20130722,
10583188,20130817,
10583191,20130817,
10585396,20130822,
10630371,20130220,
10601238,20130101,
10601259,20130617,
10704604,20150826,
10630334,20130219,
10598975,20130826,
10598982,20130826,
10599004,20121222,
10924468,20130826,
10600093,20121225,
10615758,20130117,
10601668,20130626,
10601668,20141222,20150114
10868064,20121227,
10601683,20130831,
10601685,20130831,
10601688,20130831,
10601692,20130831,
10601695,20130831,
10601712,20130831,
10602814,20121001,
10713130,20140819,
10713130,20150917,
10615851,20130923,
10615856,20130923,
10600518,20121217,
10600563,20120918,
10810944,20130117,
10810944,20140116,
10810944,20140619,
10810944,20141220,
10894468,20150304,
10898831,20150616,
10937713,20150317,
10611671,20130116,
10611671,20130516,
10611693,20130916,
10611730,20130916,
10606917,20130110,
10606922,20130110,
10606922,20130508,
10284271,20140922,
10608251,20130213,
10167617,20130401,
10605692,20131005,
10605704,20131005,
10605712,20130105,
10606939,20130909,
10752827,20130927,
10752827,20130927,
10603031,20121231,
10603050,20130902,
10603069,20130101,
10603069,20130501,
10603726,20130916,
10608427,20140110,
10262650,20150427,
10595701,20130916,
10595706,20130817,
10051970,20110917,
10601895,20130225,
10601900,20121228,
10598479,20130826,
10555277,20120918,
10599651,20121224,
10339688,20111010,
10600767,20130916,
10639919,20130320,
10639919,20130720,
10608885,20130916,
10610025,20130114,
10585172,20121121,
10585188,20130729,
10585233,20121122,
10585222,20121122,
10586329,20121124,
10586334,20130729,
10586355,20130729,
10582970,20121115,
10585203,20130801,
10580801,20130321,
10580801,20121120,
10580801,20130722,
10580801,20131120,
10580801,20140421,
10581854,20130815,
10581854,20131015,
10581854,20150114,
10581886,20130717,
10101817,20120214,20120214
10689061,20130426,
10651320,20121231,
10604060,20130102,
10666156,20130304,
10415185,20120905,
10604782,20130916,
10941446,20150803,20150803
10613172,20130117,
10613172,20150518,20150518
10613172,20130916,
10613172,20130517,
10613172,20140117,20140120
10613172,20140517,
10613172,20140916,
10613172,20150117,20150117
10613172,20150917,
10614438,20131019,
10614451,20130325,
10614451,20130125,
10601049,20121226,
10601049,20140205,20140211
10609621,20130916,
10598362,20130826,
10880694,20130826,
10599883,20120211,
10599883,20130924,
10599883,20130924,
10599883,20141025,
10601027,20130831,
10661481,20130520,
10615040,20130122,
10615040,20130121,
10615040,20130521,
10616671,20131114,
10876545,20150313,
10600288,20121225,
10617139,20131025,
10617153,20130924,
10617169,20131025,20131025
10617169,20131125,20131125
10617169,20141220,
10617203,20131025,
10617203,20141124,
10612528,20130923,
10616179,20130123,
10615964,20130923,
10615979,20130123,
10779182,20141202,20141202
10612501,20121017,
10929515,20130923,
10612522,20130916,
10612522,20130916,
10594302,20130415,
10594302,20121215,
10613620,20130215,
10589797,20121205,
10589799,20130805,
10604133,20130909,
10604137,20130909,
10588624,20130805,
10589779,20121217,
10600589,20130831,
10600620,20121226,
10600645,20121227,
10600655,20130902,
10601727,20130916,
10601728,20130916,
10601734,20130831,
10601739,20130831,
10601742,20130916,
10601757,20130828,
10101229,20120214,
10601777,20130831,
10610102,20130916,
10611268,20121015,
10611274,20121015,
10599477,20121224,
10600581,20130831,
10600626,20130916,
10607746,20130916,
10608917,20130916,
10584978,20130822,
10584987,20130812,
10584999,20130729,
10586127,20130729,
10586142,20130731,
10614533,20131019,20131021
10614533,20141118,
10586177,20130824,
10586177,20140923,
10586177,20151021,
10550465,20130517,
10606581,20130916,
10582780,20130816,
10598783,20121222,
10580577,20121113,
10581706,20130717,
10749057,20140204,
10616742,20130124,
10616756,20130524,
10649829,20131227,
10649834,20131224,
10614275,20130923,
10615618,20130923,
10615632,20130923,
10615639,20130923,
10956552,20150519,
10956552,20150909,
10607455,20121217,
10875490,20150311,
10878147,20150316,20150316
10738002,20131211,
10674520,20130702,
10674513,20130802,
10796195,20150212,
10604986,20130103,
10604986,20130503,
10606207,20131206,
10606242,20130107,
10611442,20130916,
10611444,20130916,
10603882,20130909,
10603887,20130909,
10607927,20130110,
10609080,20130112,
10605497,20130304,
10606680,20130916,
10863437,20141209,
10738575,20131216,20131216
10738584,20131216,20131216
10738880,20131216,
10737828,20131211,
10649050,20130123,
10607900,20130916,
10607915,20130916,
10580866,20150214,20150214
10581938,20130717,
10583036,20121119,
10790170,20140630,20140630
10605423,20130104,
10597785,20130831,
10607015,20130110,
10607020,20130110,
10836370,20140908,
10604576,20130909,
10604615,20130103,
10664553,20130114,
10609034,20130111,
10602217,20130902,
10785919,20140422,
10603409,20130902,
10603417,20130902,
10604592,20130909,
10591780,20130812,
10591838,20130812,
10635985,20130316,
10589612,20121203,
10587277,20130828,
10588418,20130731,
10613395,20130923,
10614778,20130123,
10614778,20130923,
10614778,20130523,
10614782,20121017,
10614812,20130923,
10614821,20130923,
10614841,20130919,
10614841,20130919,
10616086,20130123,
10616091,20130123,
10616091,20130523,
10780826,20140812,20140812
10629966,20130218,
10609849,20130916,
10612267,20130916,
10651520,20130427,
10583656,20130731,
10584754,20130917,
10584754,20130917,
10584754,20131118,
10609837,20130916,
10583633,20130722,
10595643,20120814,
10595643,20120914,
10809326,20140616,
10614844,20130923,
10614874,20130923,
10614880,20130923,
10614881,20130923,
10614895,20131021,20131105
10588697,20130805,
10494809,20130131,
10612298,20130122,
10612298,20130119,
10612298,20130520,
10612310,20130122,
10612310,20130119,
10586421,20121127,
10603948,20131002,
10603940,20131002,20131002
10585235,20130801,
10603955,20130916,
10782227,20150117,
10596571,20130917,
10596571,20130917,
10875706,20150312,
10596579,20130917,
10596579,20130917,
10596579,20131118,
10102160,20120214,
10785226,20140421,
10595211,20130914,
10595211,20130914,
10608733,20131216,
10609896,20130916,
10609902,20130213,
10609905,20130912,
10607547,20130110,
10607569,20130916,
10587119,20121127,
10099870,20130923,
10099870,20130923,
10588221,20130817,
10589367,20121203,
10596846,20121218,
10596863,20130819,
10585948,20121024,
10585948,20130124,
10587100,20121127,
10594393,20130817,
10886755,20130817,
10594411,20130817,
10595581,20121215,
10595586,20130817,
10595592,20130817,
10583430,20121116,
10583446,20130817,
10590985,20121207,
10590985,20130507,
10590985,20131007,
10099181,20120831,
10582056,20121114,
10761619,20140208,
10597184,20130918,
10597184,20130918,
10100850,20120214,
10597998,20120918,
10581008,20120814,
10587379,20130731,
10712577,20130117,
10588457,20121129,
10588468,20121205,
10128955,20120723,
10585021,20121121,
10585021,20130322,
10582822,20130717,
10582869,20130722,
10583895,20121205,
10582043,20130717,
10588160,20130731,
10583142,20120817,
10597902,20130826,
10580897,20121114,
10597410,20130831,
10771003,20130417,
10771003,20121218,
10771003,20140303,
10650998,20121218,
10591054,20130812,
10591075,20130812,
10592160,20121210,
10907594,20150629,
10588769,20121130,
10665667,20140303,20140303
10589940,20130805,
10587664,20130801,
10589123,20130117,
10589140,20130805,
10867083,20141223,
10867083,20150422,
10749852,20130916,
10587948,20130731,
10589132,20121201,
10100470,20120214,20120214
10100471,20120214,
10100476,20120214,
10595357,20130817,
10591915,20130808,
10594218,20120914,
10589683,20130805,
10100858,20120214,
10581052,20130715,
10581056,20130715,
10581084,20121114,
10598018,20130826,
10598037,20130826,
10598042,20130826,
10597770,20130826,
10597780,20130826,
10597782,20130826,
10573467,20130701,
10672117,20130325,
10593127,20130817,
10593109,20130817,
10593140,20130817,
10678995,20121214,
10594267,20130817,
10586012,20130824,
10587134,20121128,
10587165,20130828,
10588246,20120904,
10588251,20130731,
10591968,20121116,
10583680,20130722,
10583692,20130722,
10583723,20130722,
10585988,20130824,
10581539,20121114,
10581805,20130717,
10581809,20130416,
10581820,20130717,
10596657,20121218,
10580701,20121114,
10763357,20140212,20140213
10596098,20121217,
10755903,20141023,
10596594,20130819,
10596600,20130819,
10593708,20130914,
10593708,20130913,
10594838,20130817,
10594841,20130914,
10594841,20130914,
10594841,20131114,20131115
10737130,20130812,
10589745,20121205,
10891990,20130404,
10590826,20130812,
10590857,20131007,
10586280,20130824,
10590238,20121205,
10586308,20130729,
10586312,20130729,
10591810,20130812,
10690293,20130828,
10585468,20120918,
10599519,20120823,
10138608,20110721,20110721
10586618,20110721,20110721
10586649,20130826,
10793819,20130826,
10943273,20150414,
10595062,20130817,
10584348,20130722,
10584351,20130722,
10584356,20130722,
10585460,20130817,
10585462,20121023,
10585504,20130823,
10590585,20130817,
10594642,20130914,
10594642,20130914,
10594642,20131114,
10591694,20120907,
10575444,20130801,
10575454,20130708,
10575485,20130708,
10572151,20130717,
10572155,20121025,
10572158,20130701,
10085389,20120817,
10595175,20130817,
10133513,20121005,
10592909,20130817,
10100460,20120214,
10586946,20130827,
10449199,20130812,
10759308,20141101,20141101
10583541,20130722,
10583548,20130722,
10774802,20140314,
10584579,20121120,
10584632,20120821,
10581598,20130717,
10582668,20130717,
10636721,20130318,
10583790,20130105,
10596429,20130916,
10596446,20130819,
10100801,20120214,
10581569,20120815,
10594586,20121214,
10100514,20121115,
10590651,20130905,
10591185,20121206,
10593431,20130914,
10593431,20130912,
10588318,20120830,
10590635,20130405,
10586071,20121219,
10586097,20130117,
10586097,20140212,
10701259,20140421,
10588302,20130731,
10567650,20121015,
10564385,20130213,
10564385,20130610,
10564385,20140609,
10564385,20141010,
10575933,20130708,
10566502,20130617,
10579705,20130715,
10099026,20120116,20120116
10593737,20121213,
10593740,20130817,
10578652,20120808,
10590391,20130817,
10590401,20130817,
10591444,20130817,
10591498,20121207,
10648013,20130422,
10688338,20121128,
10688338,20130329,
10588056,20130902,
10588056,20130830,
10573057,20130701,
10573051,20130701,
10573070,20130701,
10113501,20130927,
10113501,20130927,
10113501,20141028,
10622521,20130701,
10592676,20130411,
10593792,20121213,
10590424,20130817,
10590429,20130817,
10591554,20130812,
10591572,20130817,
10583333,20121116,
10585539,20130817,
10585553,20130214,
10581128,20130715,
10099275,20130506,
10582234,20130916,
10582462,20130815,
10553851,20130517,
10931987,20131118,20131118
10737530,20131211,
10400528,20110926,
10854328,20150806,
10837914,20150303,
10596201,20130916,
10597268,20130831,
10597272,20130918,
10597272,20130918,
10597272,20141219,20141219
10594856,20130817,
10594860,20130914,
10572224,20130701,
10591391,20130817,
10583609,20130722,
10585864,20121122,
10565240,20130311,
10565240,20121010,
10583552,20130722,
10583557,20130318,
10102676,20120214,20120214
10875906,20150112,
10103980,20120301,
10099410,20120116,
10564160,20130610,
10578408,20121108,
10578437,20130715,
10590164,20130817,
10590168,20130817,
10591292,20130812,
10591303,20121215,
10587844,20121128,
10588979,20121130,
10588977,20121130,
10588981,20121130,
10599846,20120918,
10711011,20130703,
10711011,20131216,
10576166,20130910,
10576166,20130909,
10572846,20130701,
10576112,20130717,
10122615,20110723,
10619022,20130817,
10594728,20130817,
10594719,20130817,
10594721,20130817,
10594723,20130817,
10594725,20130817,
10594727,20130817,
10594730,20130817,
10594731,20130817,
10594734,20130817,
10594736,20130817,
10594737,20130817,
10594739,20130817,
10293321,20110725,
10594774,20130817,
10591360,20130817,
10591336,20130812,
10591339,20130812,
10591349,20130812,
10579795,20121112,
10578722,20120808,
10579784,20120817,
10576598,20121114,
10575501,20130717,
10100764,20140130,
10100518,20120214,
10704214,20130820,
10569694,20130624,
10570811,20130722,
10570859,20130722,
10571954,20130624,
10573080,20130701,
10833567,20140107,
10768697,20131125,20131125
10568609,20130717,
10568613,20121022,
10568622,20120717,
10587885,20130902,
10587885,20130829,
10587885,20131029,
10587885,20140529,
10587932,20130731,
10739518,20141016,
10567457,20130715,
10567459,20130715,
10739520,20130715,
10739520,20141016,20141017
10584487,20121120,
10585618,20121122,
10586776,20121126,
10586812,20121126,
10586820,20120827,
10566069,20130717,
10564970,20130610,
10577154,20130708,
10578194,20130807,
10562769,20130610,
10577129,20130805,
10577135,20130717,
10577137,20130717,
10577142,20130717,
10568921,20130617,
10570004,20130701,
10568906,20130617,
10568914,20130624,
10564391,20130617,
10564396,20120709,
10564397,20130610,
10565482,20130617,
10668948,20130612,
10573728,20130717,
10574834,20131220,20131220
10570303,20130218,
10570303,20130615,
10571468,20130624,
10812202,20140221,20140221
10572579,20130701,
10586397,20121124,
10572584,20121031,
10481758,20130117,
10779545,20131220,
10566653,20130617,
10568953,20130624,
10568977,20130624,
10568991,20121018,
10578516,20130808,
10578511,20130808,
10198552,20110929,
10579581,20121110,
10908638,20130617,
10577644,20121107,
10576634,20130708,
10576663,20130803,
10572238,20130701,
10572280,20121114,
10572263,20130701,
10569512,20121018,
10570639,20120721,
10570660,20121113,
10579836,20121112,
10563316,20130617,
10563327,20121006,
10563327,20130206,
10563327,20140306,20140306
10577650,20130708,
10133469,20120928,
10133469,20130928,
10132547,20120319,
10132547,20130807,
10578756,20130715,
10578763,20130731,
10578772,20130717,
10562594,20130610,
10575957,20130702,
10576910,20130708,
10149468,20121129,
10568641,20130617,
10607464,20130916,
10531817,20130531,
10564211,20130617,
10076439,20120402,20120402
10565309,20121010,
10565309,20131227,
10566356,20130612,
10566392,20121012,
10640026,20130320,
10574639,20130701,
10563064,20130910,
10563077,20130610,
10564200,20130617,
10564240,20130916,
10573506,20130701,
10573514,20130701,
10570123,20130624,
10822449,20140722,
10570969,20130624,
10571016,20130624,
10569003,20130624,
10569012,20130624,
10567613,20130617,
10568735,20121017,
10569836,20120719,
10566429,20130617,
10566448,20130712,
10566453,20130617,
10577160,20130708,
10577161,20130708,
10709910,20130717,
10574069,20121029,
10574069,20130225,
10574069,20130627,
10574069,20140728,20140728
10574069,20150828,
10575378,20130708,
10119065,20110719,
10575414,20121101,
10572931,20130701,
10638649,20130314,
10640287,20121019,
10640287,20130321,
10569787,20130624,
10569806,20130624,
10568207,20121017,
10569290,20121018,
10569298,20130624,
10570421,20120720,
10568174,20130617,
10564262,20121009,
10564283,20130617,
10564828,20130617,
10579639,20121110,
10692070,20130905,
10579659,20120810,
10563129,20121005,
10754521,20140519,
10563507,20130706,
10576463,20130717,
10576469,20130717,
10576477,20130717,
10576499,20130708,
10579960,20130715,
10576735,20130708,
10576780,20130708,
10568433,20130617,
10565067,20130617,
10566176,20130617,
10895734,20150309,
10642059,20130328,
10551666,20130517,
10473116,20130517,
10599495,20130911,
10552773,20130214,
10568511,20120717,
10565103,20120710,
10566235,20130612,
10576006,20130702,
10576971,20121105,
10576972,20130708,
10576991,20130708,
10573818,20130627,
10573819,20130717,
10573824,20130701,
10571595,20121024,
10678151,20121026,
10678151,20130223,
10571832,20130624,
10573003,20121027,
10574133,20121029,
10568476,20121017,
10568489,20130617,
10570674,20130624,
10570701,20130624,
10871245,20130718,
10871245,20140818,
10570207,20130624,
10566755,20130713,
10567945,20121016,
10564068,20120709,
10564630,20120709,
10585299,20130822,
10562911,20130617,
10562916,20130617,
10443578,20120707,
10443578,20120307,20120307
10562919,20130617,
10562940,20130617,
10562940,20130610,
10578345,20130717,
10578353,20121108,
10559719,20130729,
10560987,20120702,
10558548,20120926,
10558548,20130128,
10558586,20120926,
10564859,20130610,
10564860,20130617,
10564865,20120714,
10564874,20130610,
10564881,20130610,
10564882,20130610,
10564888,20130610,
10564894,20130610,
10565950,20130711,
10565966,20130617,
10565983,20130617,
10076849,20110906,
10563737,20130708,
10563773,20121008,
10563777,20121008,
10554857,20120917,
10556022,20120721,
10550249,20130517,
10571634,20120612,
10574681,20120816,
10567149,20120816,
10859089,20141120,
10569452,20130718,
10439974,20110723,
10439975,20110723,
10564926,20120717,
10564926,20140724,
10564930,20130610,
10564938,20130610,
10564947,20130610,
10566019,20130617,
10566023,20130617,
10566022,20121011,
10691121,20130608,
10564910,20121010,
10564910,20130311,
10564924,20130610,
10573579,20130701,
10622813,20121107,
10573635,20131127,20131127
10573635,20150427,20150427
10740439,20130731,
10574693,20130731,
10052986,20110912,
10572758,20130117,
10606854,20130110,
10595521,20130415,
10595521,20121215,
10572759,20121026,
10571636,20130624,
10571658,20130624,
10572735,20130701,
10052120,20121002,
10052120,20131102,
10052120,20131203,20131206
10052120,20150203,20150203
10568264,20130617,
10549447,20120914,
10547167,20130517,
10547200,20130517,
10548336,20150112,
10899002,20150323,
10579216,20131010,20131010
10619622,20130130,
10579233,20130715,
10563800,20121009,
10640046,20130430,
10098868,20120116,20120116
10579197,20121109,
10576570,20121114,
10897670,20121103,
10897670,20140716,20140716
10897670,20141115,20141115
