Member Number,Current Plan Start Date,Current Plan End Date
10868215,20140907,20150106
10759439,20131017,20140216
10708780,20150801,20160801
10202581,20100630,20110701
10202582,20100630,20110701
10488777,20120312,20130315
10935990,20150401,20150831
10148538,20140130,20140601
10148538,20140130,20140601
10148541,20101001,20111001
10148618,20101013,20111013
10148528,20100930,20110930
10148743,20120921,20130320
10774758,20131231,20140629
10148798,20110107,20111031
10922676,20150220,20151019
10120307,20111030,20120229
10147939,20110131,20120131
10483955,20121001,20130930
10483955,20121001,20130930
10483955,20121001,20130930
10712760,20130802,20131201
10834886,20140518,20140917
10703033,20130701,20130731
10703042,20130701,20130731
10736398,20130821,20140920
10737041,20130824,20140923
10737839,20130827,20131226
10737839,20130827,20131226
10737850,20140127,20140526
10737850,20140127,20140526
10786047,20140908,20150207
10786047,20140908,20150207
10786047,20140908,20150207
10786047,20140908,20150207
10733686,20131115,20131212
10786060,20140508,20141007
10786060,20140508,20141007
10168109,20140401,20150401
10168193,20140401,20150401
10169663,20140401,20150401
10194921,20150613,20161012
10194921,20150613,20161012
10194921,20150613,20161012
10132629,20110223,20110831
10393653,20100615,20110615
10733573,20130812,20131211
10710572,20130729,20140828
10736847,20130822,20140921
10690558,20130514,20130913
10694901,20130531,20130629
10293325,20100630,20110701
10358733,20140721,20150919
10358733,20140721,20150919
10358733,20140721,20150919
10697420,20140711,20150810
10913168,20150126,20150525
10698264,20130621,20131020
10698264,20130621,20131020
10699836,20130620,20131019
10253399,20150909,20161102
10253399,20150909,20161102
10253399,20150909,20161102
10253399,20150909,20161102
10148800,20110509,20110909
10626827,20121030,20130429
10626827,20121030,20130429
10686433,20151129,20160528
10686433,20151129,20160528
10686433,20151129,20160528
10686433,20151129,20160528
10686433,20151129,20160528
10688420,20130506,20130905
10687690,20140602,20150602
10697490,20130611,20130710
10629544,20130504,20131103
10629544,20130504,20131103
10629544,20130504,20131103
10917039,20150803,20160202
10687947,20140603,20150702
10688439,20130506,20130905
10148554,20101002,20120102
10149200,20110915,20120315
10149215,20110918,20120318
10149229,20110920,20120120
10149241,20110921,20120121
10511638,20120308,20130707
10702187,20130628,20131027
10132217,20130120,20140119
10132217,20130120,20140119
10148624,20101015,20111215
10148638,20101018,20111018
10713035,20130803,20131202
10920370,20150223,20150622
10626104,20121029,20130227
10679339,20130404,20130803
10868623,20150508,20150907
10868623,20150508,20150907
10868623,20150508,20150907
10770419,20131117,20140316
10770419,20131117,20140316
10770419,20131117,20140316
10770419,20131117,20140316
10938056,20150407,20150806
10697846,20130612,20131111
10697882,20130612,20130715
10697882,20130612,20130715
10712569,20140901,20150901
10712675,20130801,20140831
10866338,20140901,20150930
10619746,20121015,20131114
10737577,20130826,20131225
10904568,20150905,20160104
10904568,20150905,20160104
10768801,20131112,20141211
10768801,20131112,20141211
10733715,20151210,20170209
10733715,20151210,20170209
10733761,20130813,20131212
10733769,20130813,20131212
10733762,20151013,20161112
10523616,20120329,20130401
10711636,20130731,20140830
10711893,20140831,20151029
10285002,20130727,20140826
10954510,20150602,20151001
10705661,20130715,20131114
10757154,20131011,20140410
10127104,20110206,20120206
10737943,20130827,20141126
10737955,20130827,20140826
10572587,20120710,20121109
10934029,20150326,20151025
10934029,20150326,20151025
10736590,20130821,20131220
10798064,20140131,20140630
10699022,20130617,20131016
10756684,20141111,20151210
10756684,20141111,20151210
10694753,20130531,20130929
10694753,20130531,20130929
10148304,20110609,20120909
10148321,20130301,20130301
10576888,20120720,20130723
10712719,20130802,20140901
10148196,20120104,20130403
10148452,20100921,20110921
10613865,20121003,20131102
10149614,20111115,20111215
10148315,20100615,20110831
10148318,20120119,20130601
10149629,20111116,20120516
10149779,20150618,20160617
10811454,20140306,20150310
10931923,20150319,20150718
10694251,20130530,20131129
10791149,20140119,20140718
10791149,20140119,20140718
10864618,20140829,20150901
10731329,20141009,20151208
10737353,20130825,20130926
10463492,20120104,20120131
10769045,20140801,20140801
10943613,20150504,20150603
10260871,20110228,20110701
10732431,20130808,20131207
10732642,20130808,20140907
10148931,20120709,20121109
10402948,20110809,20111209
10593743,20120829,20130901
10708639,20130723,20131122
10709225,20130723,20131122
10479763,20120124,20120523
10801047,20140208,20140607
10751590,20130930,20140329
10769698,20131114,20140513
10806903,20140225,20140624
10801044,20140208,20140607
10768555,20131111,20140610
10769122,20140514,20140615
10792642,20140122,20140721
10751239,20130929,20140328
10743940,20130911,20141010
10737669,20130827,20131226
10703260,20130701,20131031
10236843,20160112,20170311
10236843,20160112,20170311
10236843,20160112,20170311
10236843,20160112,20170311
10736288,20130827,20131226
10736294,20130821,20131220
10668796,20140228,20140827
10668796,20140228,20140827
10683619,20130826,20131225
10782144,20140102,20140501
10967001,20150720,20150819
10639626,20121204,20130403
10691611,20130520,20140619
10786756,20140110,20150109
10529683,20120417,20130516
10801555,20140210,20140609
10801555,20140210,20140609
10801555,20140210,20140609
10693556,20130528,20130927
10693556,20130528,20130927
10682984,20130417,20130816
10174135,20110912,20120112
10149444,20111012,20121112
10814867,20150517,20151116
10814867,20150517,20151116
10149280,20110926,20120926
10149299,20131028,20141028
10149299,20131028,20141028
10149311,20110928,20120928
10432289,20131003,20141102
10432289,20131003,20141102
10432289,20131003,20141102
10432289,20131003,20141102
10457488,20111222,20130101
10733367,20130812,20130911
10657367,20130128,20140227
10699149,20130618,20130717
10806110,20140223,20150322
10737285,20130824,20131223
10654634,20130121,20130520
10149275,20110926,20120326
10149284,20110927,20130327
10149286,20110927,20130427
10149348,20110930,20121128
10148459,20100922,20110922
10148665,20101028,20111028
10733055,20130810,20140909
10772449,20131125,20141125
10733237,20130812,20140911
10950577,20150920,20161019
10708591,20130722,20130821
10708591,20130722,20130821
10708591,20130722,20130821
10708591,20130722,20130821
10712771,20151202,20160401
10712771,20151202,20160401
10704979,20130708,20140807
10708175,20130719,20140818
10706481,20140814,20150913
10706481,20140814,20150913
10777716,20131211,20140110
10762287,20131026,20140225
10701707,20130629,20131028
10886683,20141027,20151126
10794617,20140127,20150126
10864535,20140905,20151004
10702507,20130629,20140728
10702529,20130629,20140728
10702832,20130630,20131029
10702957,20130630,20131029
10702962,20130630,20131029
10697247,20130610,20130709
10735821,20130820,20140819
10737335,20130826,20130925
10737335,20130826,20130925
10691893,20130520,20130919
10691893,20130520,20130919
10692089,20140621,20150820
10692089,20140621,20150820
10692212,20130521,20130920
10692212,20130521,20130920
10215725,20110603,20120903
10696045,20140705,20150904
10696332,20130610,20150109
10697065,20130610,20131009
10697065,20130610,20131009
10139589,20110902,20111015
10149418,20111007,20120407
10857836,20140801,20141130
10149226,20110919,20120319
10457903,20111223,20130101
10597965,20131005,20141007
10597965,20131005,20141007
10491741,20120207,20130215
10751363,20130930,20140329
10148557,20101003,20111003
10149456,20111013,20120413
10090917,20100419,20110701
10358408,20130628,20140701
10869516,20150501,20151001
10706086,20130712,20140811
10706094,20130712,20131111
10706534,20140715,20150714
10735531,20130819,20131218
10737000,20130823,20131222
10737049,20130826,20131225
10810394,20140304,20140703
10810394,20140304,20140703
10810394,20140304,20140703
10735640,20130819,20140918
10691980,20141101,20160229
10756646,20131014,20141014
10756646,20131014,20141014
10452755,20120704,20121209
10635351,20121122,20131121
10571000,20120714,20130715
10693211,20130527,20130926
10693211,20130527,20130926
10693212,20130527,20130926
10693212,20130527,20130926
10694185,20150830,20161029
10698403,20130614,20131013
10698403,20130614,20131013
10698987,20130617,20140616
10699241,20130619,20131018
10698981,20130617,20140616
10148219,20130305,20130704
10148219,20130305,20130704
10149057,20110801,20120201
10139969,20110527,20110927
10732115,20130807,20131206
10732218,20130807,20140206
10295063,20130808,20140907
10571559,20151009,20161208
10571559,20151009,20161208
10571559,20151009,20161208
10257359,20140201,20150201
10661959,20130206,20130605
10661959,20130206,20130605
10709745,20150801,20160801
10688470,20150806,20161005
10688470,20150806,20161005
10775378,20131202,20150101
10775378,20131202,20150101
10775378,20131202,20150101
10384141,20131201,20131201
10734381,20130815,20140914
10815895,20140320,20140719
10767468,20140307,20140506
10917283,20150202,20160501
10735738,20130820,20130919
10735738,20130820,20130919
10735738,20130820,20130919
10815125,20140318,20151024
10734343,20131115,20131214
10690365,20130514,20140513
10690456,20160114,20170313
10690457,20150714,20160813
10690457,20150714,20160813
10690588,20130514,20130913
10690588,20130514,20130913
10797361,20140131,20140301
10797361,20140131,20140301
10695076,20130601,20130930
10695076,20130601,20130930
10149244,20110922,20120322
10149246,20110922,20120322
10148918,20110221,20110701
10148940,20110310,20110910
10148487,20100927,20110927
10148532,20100930,20110930
10137435,20101004,20120104
10149030,20120803,20130902
10149030,20120803,20130902
10149256,20120124,20120523
10149256,20120124,20120523
10149271,20110926,20120326
10149297,20110927,20120327
10850778,20140708,20150807
10731595,20130805,20140904
10139614,20110228,20110701
10691666,20130917,20140923
10691666,20130917,20140923
10846428,20140626,20141030
10708846,20130722,20131121
10709325,20130724,20140823
10709342,20130724,20140723
10242815,20130702,20131101
10701722,20130627,20140626
10880551,20141101,20150228
10880551,20141101,20150228
10880551,20141101,20150228
10880551,20141101,20150228
10802186,20140211,20140610
10558661,20120612,20121011
10558661,20120612,20121011
10689541,20130712,20140609
10696303,20130606,20140705
10697089,20150810,20161009
10697089,20150810,20161009
10697157,20130610,20131009
10697157,20130610,20131009
10697205,20130610,20131009
10697205,20130610,20131009
10697557,20131114,20141115
10697618,20130611,20131010
10697618,20130611,20131010
10913141,20150201,20150301
10913141,20150201,20150301
10697673,20130611,20131010
10697673,20130611,20131010
10929825,20150318,20150817
10698215,20130613,20131012
10698215,20130613,20131012
10698350,20131120,20140713
10698576,20130615,20140714
10698584,20130615,20140714
10698579,20130615,20131014
10700033,20130620,20131019
10169465,20130531,20130601
10373732,20130919,20140118
10373732,20130919,20140118
10373732,20130919,20140118
10688009,20130503,20140602
10690345,20130514,20130913
10690345,20130514,20130913
10697219,20130611,20131010
10149532,20111027,20120427
10149532,20111027,20120427
10149554,20111031,20130131
10149549,20111031,20120430
10196466,20151001,20161130
10184021,20110617,20120701
10683458,20130419,20131018
10693584,20130528,20130927
10693584,20130528,20130927
10694811,20130601,20130930
10694811,20130601,20130930
10553317,20130530,20131129
10553317,20130530,20131129
10553317,20130530,20131129
10689878,20130512,20140611
10699481,20130619,20140718
10149610,20111114,20111214
10149387,20111004,20120404
10148167,20110819,20121119
10694484,20130531,20141229
10754958,20131216,20140406
10754958,20131216,20140406
10138897,20160104,20161031
10138897,20160104,20161031
10138897,20160104,20161031
10138897,20160104,20161031
10139030,20101004,20111205
10139048,20120130,20120329
10139050,20101008,20111008
10893515,20141117,20150516
10893515,20141117,20150516
10893515,20141117,20150516
10691348,20130518,20140617
10699267,20130618,20131017
10309272,20130716,20140722
10803838,20140217,20140616
10803838,20140217,20140616
10432782,20151014,20161113
10432782,20151014,20161113
10432782,20151014,20161113
10698745,20130617,20130716
10580914,20120801,20130801
10617560,20130510,20140309
10666172,20130220,20131019
10691915,20130520,20130919
10691915,20130520,20130919
10869116,20140909,20151008
10700484,20130629,20140728
10699583,20130619,20140718
10700732,20130624,20140623
10688144,20130504,20130903
10688144,20130504,20130903
10688144,20130504,20130903
10688519,20130507,20140506
10688718,20130507,20130906
10688769,20130507,20130906
10688769,20130507,20130906
10236960,20131201,20141130
10688500,20130506,20130905
10695121,20151002,20161101
10695315,20130603,20131002
10695315,20130603,20131002
10369650,20130601,20140630
10369650,20130601,20140630
10369650,20130601,20140630
10369650,20130601,20140630
10369650,20130601,20140630
10847360,20150727,20160926
10149615,20111115,20111215
10148917,20110221,20110701
10148514,20100929,20110929
10148536,20100930,20110930
10148543,20101001,20111001
10148610,20101012,20111012
10122272,20100930,20110930
10125121,20100901,20110901
10694148,20130530,20130929
10694148,20130530,20130929
10708926,20130722,20131221
10708928,20130722,20131121
10652956,20130116,20140215
10699907,20140701,20150630
10699907,20140701,20150630
10173030,20150803,20151202
10173030,20150803,20151202
10173030,20150803,20151202
10173030,20150803,20151202
10173030,20150803,20151202
10173030,20150803,20151202
10173030,20150803,20151202
10173030,20150803,20151202
10173030,20150803,20151202
10173030,20150803,20151202
10583627,20120803,20130806
10691938,20130520,20130919
10692517,20140614,20150713
10692517,20140614,20150713
10692623,20130523,20130922
10692623,20130523,20130922
10942114,20150501,20160501
10214182,20120510,20130609
10214182,20120510,20130609
10695760,20130604,20131003
10695760,20130604,20131003
10783231,20140104,20140503
10783231,20140104,20140503
10600547,20130110,20130509
10600547,20130110,20130509
10149298,20111003,20120403
10149319,20110928,20120128
10149359,20111002,20120402
10149400,20130303,20130402
10149400,20130303,20130402
10149419,20130108,20140407
10877054,20140930,20150529
10691137,20130517,20130916
10691137,20130517,20130916
10152517,20130601,20140801
10698661,20130616,20140715
10149045,20111124,20121201
10149305,20110927,20120127
10148470,20100925,20110925
10148481,20100927,20110927
10148504,20100929,20110929
10148518,20100929,20120229
10756136,20131008,20140407
10696570,20141127,20151226
10794983,20140127,20140226
10148200,20100106,20120106
10218961,20110702,20120715
10705221,20140806,20150811
10148477,20100927,20110927
10148517,20100929,20110929
10148544,20101001,20111201
10138616,20150403,20160602
10138616,20150403,20160602
10138616,20150403,20160602
10138627,20111001,20121001
10298036,20141031,20151030
10703107,20130701,20131031
10703596,20130702,20131101
10703625,20130702,20131101
10658338,20130529,20130928
10658338,20130529,20130928
10236865,20150701,20160701
10699316,20131018,20141117
10699316,20131018,20141117
10700471,20130623,20140722
10692966,20130525,20130624
10863771,20140901,20150930
10173545,20120701,20130201
10694428,20130626,20140625
10132262,20101031,20111031
10131437,20120702,20131001
10131437,20120702,20131001
10131973,20100831,20110831
10711362,20130730,20130901
10124980,20100625,20110701
10124981,20150215,20160314
10130619,20140522,20150621
10130619,20140522,20150621
10130619,20140522,20150621
10130619,20140522,20150621
10127820,20120311,20130315
10127826,20100630,20110701
10092193,20110228,20110701
10132181,20111010,20121010
10132181,20111010,20121010
10132194,20101013,20111013
10132214,20111020,20121101
10123833,20111002,20140602
10123833,20111002,20140602
10120419,20111205,20120105
10120475,20121107,20131206
10122034,20151126,20161225
10122905,20110620,20120720
10123390,20111031,20130131
10087462,20100630,20110701
10706530,20131115,20140315
10707799,20130718,20140717
10707811,20131118,20140317
10707811,20131118,20140317
10698591,20130615,20140714
10898690,20160106,20170205
10693988,20130701,20130831
10693989,20130701,20130831
10693990,20130701,20130831
10693991,20130701,20130831
10693992,20130701,20130831
10693994,20130701,20130831
10693995,20130701,20130831
10736710,20130823,20131222
10561722,20120701,20130701
10767566,20131121,20140420
10703466,20130702,20131101
10748659,20141024,20151123
10700983,20130625,20131024
10558387,20120612,20130611
10745586,20140122,20150127
10745586,20140122,20150127
10745586,20140122,20150127
10695474,20130603,20131002
10695474,20130603,20131002
10696283,20130606,20131005
10696397,20130607,20131006
10696397,20130607,20131006
10689590,20130510,20130909
10696208,20130904,20131103
10696123,20130605,20131004
10696123,20130605,20131004
10687836,20140401,20150401
10687836,20140401,20150401
10690561,20130514,20130913
10690561,20130514,20130913
10691095,20130916,20140115
10691095,20130916,20140115
10691095,20130916,20140115
10696499,20130608,20140707
10201631,20131106,20141111
10148984,20110504,20110904
10883048,20141015,20151014
10697555,20130611,20131010
10876882,20140930,20150929
10147910,20110620,20120701
10149434,20111011,20120411
10148312,20100612,20110615
10148206,20100119,20110701
10149594,20111109,20120509
10149619,20120516,20121115
10149626,20111116,20111216
10750011,20131001,20141031
10135585,20120223,20130222
10693563,20130601,20140601
10137864,20121222,20130421
10139472,20110127,20120227
10139482,20140328,20150427
10910034,20150117,20160219
10696592,20140607,20150606
10448590,20111201,20130901
10696935,20130609,20131008
10696935,20130609,20131008
10697521,20150811,20161010
10697523,20130611,20131010
10697523,20130611,20131010
10836512,20140601,20140701
10091122,20100630,20110701
10130400,20150701,20150701
10131862,20150929,20161028
10131862,20150929,20161028
10131862,20150929,20161028
10119933,20110822,20120922
10131625,20100427,20110701
10133209,20110824,20120924
10130527,20150609,20161108
10130527,20150609,20161108
10131763,20100620,20110701
10693944,20130529,20140628
10127073,20150610,20160709
10127073,20150610,20160709
10127073,20150610,20160709
10124914,20111022,20130122
10126361,20120528,20130601
10122613,20110228,20110701
10707185,20130716,20140715
10771676,20131121,20141220
10940581,20150816,20151217
10768528,20131113,20141115
10703942,20130703,20141002
10397027,20140715,20150814
10734054,20130814,20140913
10196988,20120103,20130115
10703595,20140802,20150901
10703595,20140802,20150901
10704071,20130704,20131103
10783094,20140504,20140603
10783094,20140504,20140603
10783094,20140504,20140603
10695739,20130604,20131203
10195796,20120630,20130629
10195796,20120630,20130629
10745204,20151215,20170114
10700011,20130620,20131019
10700308,20130622,20140721
10700612,20130624,20131023
10148616,20101012,20111012
10148641,20120120,20130619
10148661,20101026,20111026
10148687,20101108,20111208
10799247,20140203,20141102
10148719,20150605,20160725
10148719,20150605,20160725
10688475,20150806,20161005
10688475,20150806,20161005
10682061,20130415,20130814
10688114,20130503,20130902
10140941,20120227,20120325
10691127,20130517,20140616
10690229,20130518,20130917
10690229,20130518,20130917
10149109,20110829,20120229
10690077,20130513,20130912
10794979,20150226,20160301
10794979,20150226,20160301
10123213,20110905,20121005
10139561,20110214,20110615
10149283,20110927,20120927
10133205,20110727,20111127
10148120,20150530,20160729
10149238,20110921,20120321
10149368,20111003,20120403
10149373,20130219,20140625
10149373,20130219,20140625
10149377,20111003,20120403
10148533,20100930,20110930
10139884,20110506,20110906
10755469,20131007,20140206
10139889,20110601,20111001
10138093,20101123,20111123
10138092,20110824,20121124
10928410,20150312,20150711
10783837,20140106,20150206
10783837,20140106,20150206
10783837,20140106,20150206
10136706,20140115,20150115
10139557,20120704,20130703
10139609,20110226,20110701
10133344,20110823,20111223
10127821,20100621,20110701
10127822,20100621,20110701
10127827,20100630,20110701
10798362,20140202,20140603
10132000,20100904,20110904
10132159,20111005,20121005
10130907,20101215,20111215
10696182,20150101,20150101
10118110,20100616,20110701
10118122,20111228,20130101
10118141,20120613,20120615
10219460,20130701,20130701
10124180,20111128,20130427
10546456,20150915,20161014
10546456,20150915,20161014
10149301,20130128,20130727
10053625,20110510,20110910
10238380,20131118,20131118
10695795,20130604,20130703
10699584,20140604,20150603
10705423,20130710,20131109
10705740,20130711,20131110
10703415,20130701,20131031
10867681,20140904,20150103
10867685,20140904,20150103
10133355,20110824,20111224
10132165,20101006,20120406
10086205,20120522,20130521
10132020,20100908,20110908
10132029,20100911,20110911
10132392,20110116,20120216
10132607,20110217,20110930
10131780,20100630,20110701
10126071,20110630,20111030
10131539,20100319,20110701
10128049,20100921,20110921
10122088,20100629,20110701
10127264,20110423,20120423
10127264,20110423,20120423
10127301,20110615,20110915
10134134,20111029,20120229
10120865,20110302,20120602
10120903,20150208,20160307
10471803,20120125,20130201
10148842,20110120,20120220
10148902,20110211,20110615
10148910,20110216,20110701
10149161,20110908,20120308
10148301,20121030,20121101
10149068,20110803,20111203
10139049,20101008,20111008
10139059,20111011,20130111
10139059,20111011,20130111
10139603,20110226,20110701
10140304,20110730,20120830
10249098,20150226,20150625
10249098,20150226,20150625
10249098,20150226,20150625
10249098,20150226,20150625
10249098,20150226,20150625
10249098,20150226,20150625
10138983,20130228,20140327
10138983,20130228,20140327
10138983,20130228,20140327
10138983,20130228,20140327
10476776,20120120,20130119
10687933,20130503,20130902
10687935,20130503,20130902
10690051,20130514,20130913
10690051,20130514,20130913
10687997,20130506,20130605
10688001,20130506,20130605
10912692,20150202,20150601
10692853,20150601,20160731
10692853,20150601,20160731
10696183,20160103,20170202
10696183,20160103,20170202
10696183,20160103,20170202
10696183,20160103,20170202
10696180,20160103,20170202
10696180,20160103,20170202
10696180,20160103,20170202
10696180,20160103,20170202
10700553,20131023,20131122
10700621,20130913,20140112
10701234,20131025,20140224
10132045,20100915,20110915
10132053,20100916,20110916
10124357,20120705,20130804
10124357,20120705,20130804
10134864,20121128,20131201
10131724,20100627,20110701
10887096,20141101,20151130
10134161,20111104,20120304
10134179,20120310,20120709
10134178,20120310,20120709
10126447,20120101,20130101
10128489,20110222,20110831
10132364,20111229,20121228
10090094,20111012,20121011
10125595,20110130,20120430
10796568,20140130,20150201
10131756,20100614,20110615
10131796,20100630,20110701
10901279,20141220,20150422
10147736,20140727,20150728
10957735,20150615,20151014
10139574,20110221,20110701
10128347,20110110,20120210
10139878,20110504,20110930
10139621,20110228,20110701
10138754,20120814,20140713
10139869,20110502,20120602
10139883,20110506,20110906
10124975,20100612,20110615
10138597,20100622,20110701
10136763,20131225,20150224
10133354,20110824,20111224
10086438,20120522,20130521
10131949,20100920,20110920
10132024,20110311,20110911
10132228,20101021,20111221
10132014,20100907,20120207
10132075,20100920,20110920
10131772,20100630,20110701
10131785,20100630,20110701
10128786,20110515,20110915
10128348,20110110,20120210
10929439,20150310,20150709
10126217,20140120,20150219
10126217,20140120,20150219
10128821,20110526,20110926
10130325,20131018,20141117
10130325,20131018,20141117
10122079,20100625,20110701
10123299,20130701,20130701
10125696,20110223,20111001
10127813,20100612,20110615
10127816,20100614,20110615
10120974,20150508,20160707
10120974,20150508,20160707
10120974,20150508,20160707
10120974,20150508,20160707
10089531,20070928,20091101
10121555,20101225,20120325
10174311,20111005,20120205
10087775,20150529,20160728
10087775,20150529,20160728
10087775,20150529,20160728
10087775,20150529,20160728
10138580,20100612,20110615
10138605,20100626,20111001
10138611,20150601,20151001
10138612,20120915,20130915
10138629,20100628,20110701
10133854,20111005,20120205
10138635,20100630,20110701
10139142,20111027,20121027
10139142,20111027,20121027
10139152,20140315,20150414
10139111,20150321,20160520
10139111,20150321,20160520
10139111,20150321,20160520
10139738,20110330,20120430
10133730,20120321,20120620
10133730,20120321,20120620
10133733,20120316,20120615
10133733,20120316,20120615
10133734,20120321,20120620
10133734,20120321,20120620
10132175,20130109,20140708
10132174,20111008,20130408
10132174,20111008,20130408
10132176,20101008,20111008
10857869,20150304,20150831
10130214,20120702,20130701
10735874,20151020,20161119
10133736,20110929,20120129
10132432,20110105,20120205
10134756,20121029,20130510
10134756,20121029,20130510
10133120,20111106,20120306
10681809,20151129,20161228
10682945,20130417,20130816
10076936,20101028,20111028
10682997,20130417,20130816
10684173,20150623,20160822
10684173,20150623,20160822
10684176,20130423,20130822
10684218,20130422,20130821
10679307,20130404,20130803
10607058,20130324,20130923
10607058,20130324,20130923
10607058,20130324,20130923
10607058,20130324,20130923
10974030,20150810,20151209
10841022,20140604,20140709
10925377,20150228,20150727
10680572,20130409,20130808
10140956,20111127,20111227
10140968,20111115,20111215
10678150,20140507,20151206
10678150,20140507,20151206
10139115,20160121,20170320
10137420,20120106,20120805
10132396,20110119,20120219
10130765,20150821,20161120
10130765,20150821,20161120
10130765,20150821,20161120
10130764,20150821,20161020
10130764,20150821,20161020
10132163,20130216,20140215
10128868,20110608,20111008
10122273,20100930,20110930
10122299,20101021,20111021
10122330,20140304,20150403
10122330,20140304,20150403
10122330,20140304,20150403
10122330,20140304,20150403
10125970,20110527,20110927
10122991,20110704,20120804
10123054,20130101,20130101
10126003,20111007,20120206
10122574,20110228,20110801
10125936,20110512,20110912
10125840,20110411,20120511
10129128,20110830,20111230
10121021,20150805,20161004
10132077,20110922,20120922
10132145,20101001,20111001
10132872,20110426,20110826
10137674,20140426,20150925
10137674,20140426,20150925
10137674,20140426,20150925
10137674,20140426,20150925
10137771,20120130,20130429
10137771,20120130,20130429
10138586,20100614,20110615
10139808,20110417,20120517
10132130,20100930,20111130
10132136,20120123,20130222
10132150,20101002,20111002
10131962,20130129,20130628
10131962,20130129,20130628
10131962,20130129,20130628
10133178,20120821,20130920
10133178,20120821,20130920
10132512,20110127,20120227
10113474,20110831,20111231
10112362,20130727,20140826
10112362,20130727,20140826
10683998,20130822,20130921
10683998,20130822,20130921
10681532,20160101,20160101
10681568,20130412,20140411
10682789,20130429,20130816
10736622,20130822,20130921
10736622,20130822,20130921
10131140,20111002,20130102
10144861,20120101,20130101
10879744,20141006,20160105
10138740,20110809,20121109
10129602,20151130,20161229
10126027,20110614,20111014
10139101,20140120,20150319
10139101,20140120,20150319
10120958,20130904,20140903
10132634,20110225,20110825
10132642,20110226,20110831
10122577,20110225,20110701
10122616,20110228,20110701
10137536,20100728,20111028
10137537,20100728,20111028
10132566,20110214,20110831
10131549,20120614,20130713
10131549,20120614,20130713
10131587,20120711,20130810
10129319,20111019,20121119
10784912,20140107,20150206
10784924,20140107,20150206
10133112,20110701,20111101
10127815,20120108,20130115
10127819,20100618,20110701
10127824,20100624,20110701
10127831,20100630,20110701
10148904,20110214,20110615
10124977,20100625,20110701
10125651,20110214,20110615
10125123,20110903,20121103
10128371,20120206,20130305
10128371,20120206,20130305
10678237,20130401,20130731
10678104,20130331,20130730
10119888,20140811,20141210
10119888,20140811,20141210
10119888,20140811,20141210
10138890,20150502,20160801
10138890,20150502,20160801
10138890,20150502,20160801
10127823,20100622,20110701
10117233,20110408,20120408
10123052,20110726,20111126
10126381,20110920,20121020
10116537,20100601,20111101
10755590,20131007,20141007
10113476,20131101,20131101
10684003,20130423,20130822
10121737,20120318,20130417
10121737,20120318,20130417
10122361,20101123,20111123
10942952,20150424,20150823
10109413,20111111,20120311
10682505,20130416,20130515
10682556,20130416,20130815
10682558,20130416,20130815
10120042,20130409,20140415
10120042,20130409,20140415
10120042,20130409,20140415
10678879,20130403,20140502
10113361,20110505,20120605
10113361,20110505,20120605
10167066,20110620,20120701
10139106,20121019,20131118
10139106,20121019,20131118
10130898,20150605,20160704
10130898,20150605,20160704
10496830,20120216,20120715
10377816,20111013,20120213
10923205,20150708,20151107
10923205,20150708,20151107
10138847,20100901,20110901
10133279,20110912,20120912
10133279,20110912,20120912
10134008,20120425,20120824
10134008,20120425,20120824
10053020,20101004,20111004
10685508,20130426,20140525
10771780,20131121,20140320
10702136,20130628,20131027
10686673,20140530,20150929
10686673,20140530,20150929
10686673,20140530,20150929
10495828,20120217,20130301
10681841,20130414,20130813
10600435,20120910,20130109
10684227,20130422,20140621
10131487,20120513,20130512
10131487,20120513,20130512
10128011,20100909,20110909
10128962,20110710,20120810
10118876,20110116,20120216
10118350,20100905,20110905
10118360,20110908,20121208
10118360,20110908,20121208
10676721,20130402,20130801
10138888,20150212,20160511
10138888,20150212,20160511
10138888,20150212,20160511
10138594,20100614,20110615
10138642,20100630,20110701
10137759,20110318,20120618
10112729,20120701,20120801
10880772,20141009,20151108
10880772,20141009,20151108
10880772,20141009,20151108
10122085,20100629,20110701
10126226,20110823,20111223
10683764,20130420,20130819
10681118,20130411,20130810
10682269,20131119,20131214
10682269,20131119,20131214
10965435,20150801,20151130
10679835,20130406,20130805
10679841,20130406,20130905
10737279,20130831,20140101
10745290,20130915,20140114
10926491,20150701,20151031
10926491,20150701,20151031
10121601,20150628,20160727
10122906,20110620,20111020
10677407,20130328,20140427
10144053,20110901,20121201
10144053,20110901,20121201
10117601,20131028,20131128
10132030,20100911,20110911
10113166,20120201,20130201
10113022,20100630,20110701
10113023,20100630,20110701
10113398,20120417,20130416
10118125,20100622,20110701
10118135,20100629,20110701
10704759,20130708,20140708
10704759,20130708,20140708
10908328,20150131,20160228
10686400,20130429,20130828
10682832,20130417,20140516
10607377,20120924,20130924
10132928,20110513,20110913
10680388,20130408,20130807
10128607,20110325,20120425
10128607,20110325,20120425
10128607,20110325,20120425
10132621,20110221,20111031
10132183,20111011,20121211
10132183,20111011,20121211
10126300,20120915,20131014
10126300,20120915,20131014
10118064,20100624,20110701
10549132,20120522,20130621
10676546,20130326,20130725
10549140,20120522,20130621
10549145,20120522,20130621
10549123,20120522,20130621
10676552,20130326,20130725
10677723,20130331,20130730
10677750,20130329,20130728
10636116,20121125,20130324
10636116,20121125,20130324
10636116,20121125,20130324
10636116,20121125,20130324
10118532,20150502,20160601
10118532,20150502,20160601
10120596,20110407,20120707
10138925,20111018,20130418
10138925,20111018,20130418
