Member Number,Current Plan Start Date,Current Plan End Date
M218_045518,20081003,20091003
10494402,20120212,20130311
M215_029421,20060622,20100131
10075763,20110412,20120412
10484413,20120130,20120226
10091497,20100926,20110926
10091662,20101027,20120227
10089745,20130305,20130802
10089745,20130305,20130802
10133383,20110830,20111230
10133378,20110830,20111230
10672879,20130709,20130808
10131793,20100630,20110701
10132220,20101018,20111018
10543501,20120508,20120907
10576646,20120719,20121118
10680821,20130411,20130810
10463924,20120105,20120504
M212_263176,20070926,20080926
10947579,20150508,20150907
10775377,20131202,20150101
M218_038130,20070718,20071018
10659237,20130131,20130601
10605653,20120921,20130120
10711733,20130731,20140129
10076109,20150820,20161019
10881620,20141010,20150309
M215_036803,20090131,20090430
M215_036803,20090131,20090430
10518031,20140520,20150619
10518031,20140520,20150619
10075762,20110320,20120320
M100_157168,20050501,20061130
M100_157168,20050501,20061130
10076781,20110620,20120701
10542019,20120504,20120903
10818578,20140328,20140727
M215_032639,20090701,20101001
M215_032639,20090701,20101001
10690875,20130516,20131015
10825395,20150616,20161115
M215_039798,20110209,20110609
10691188,20140217,20140416
10691188,20140217,20140416
10691188,20140217,20140416
10691188,20140217,20140416
10077224,20110703,20111103
M215_032615,20070328,20100430
10891246,20150308,20150707
10077673,20110903,20120103
M215_030020,20060807,20061107
10078118,20141126,20151225
10800050,20140205,20140604
10520491,20120325,20120424
10520491,20120325,20120424
10551572,20120528,20120927
10662684,20130208,20130607
10077459,20110531,20110930
10077247,20110310,20120410
10132187,20101011,20110911
10133890,20120331,20120501
10599146,20131105,20140104
10599146,20131105,20140104
10639577,20121204,20130403
10854906,20140725,20141124
M212_277715,20090927,20100927
M215_038955,20100607,20101007
M215_037763,20090630,20090930
10076731,20100731,20110801
10475897,20120119,20130201
10851816,20140712,20141111
10077436,20120731,20130801
10611755,20130201,20130531
10611755,20130201,20130531
10817151,20140324,20140723
M212_277653,20090918,20100918
M212_277653,20090918,20100918
M212_277653,20090918,20100918
10754997,20131007,20131106
10091509,20100928,20110928
10093245,20110829,20111229
10093242,20110829,20111229
10669977,20130304,20140503
10798973,20140203,20140602
10091088,20100614,20110615
10076477,20110205,20120505
10076199,20140909,20151108
10131912,20150708,20160907
10131912,20150708,20160907
10131912,20150708,20160907
10131912,20150708,20160907
M212_278989,20100309,20110228
10090056,20100831,20110831
10090057,20100831,20110831
M215_040199,20110610,20110610
M215_040199,20110610,20110610
10101467,20111016,20120229
10092659,20110531,20110930
M212_273724,20080602,20090630
10101047,20111011,20121015
10661624,20130205,20130604
M212_277761,20091002,20100930
10510761,20120306,20120705
10091117,20100618,20110701
10749766,20130926,20140125
10467311,20120109,20120508
10467322,20120109,20120508
M212_266312,20070220,20080331
10091506,20100927,20110927
10101845,20111021,20121031
10075868,20110929,20120928
10075868,20110929,20120928
10075868,20110929,20120928
10844300,20140617,20150716
10091138,20100630,20110701
10515856,20120315,20130614
10645146,20130430,20130829
10645146,20130430,20130829
10076311,20101001,20120101
10853123,20140717,20141116
10077388,20110506,20110906
10453884,20111213,20120412
M212_279245,20100413,20100525
10603089,20120917,20130116
10883897,20141017,20150216
10840916,20140604,20150703
10099638,20110928,20121031
10075821,20110628,20120928
M215_023232,20060601,20101231
M215_023232,20060601,20101231
10799055,20140203,20140602
10799055,20140203,20140602
10799055,20140203,20140602
10799055,20140203,20140602
10799055,20140203,20140602
10876437,20150129,20150528
10091095,20100614,20110615
10075629,20101127,20120227
10075629,20101127,20120227
10544238,20150810,20160810
10075687,20100913,20110913
10546670,20120516,20120915
M212_277874,20091010,20091022
M212_277874,20091010,20091022
M212_277874,20091010,20091022
10075813,20100601,20110901
10076799,20100901,20110901
10709963,20130726,20140825
10449021,20111130,20120329
10821955,20140404,20140803
10638972,20121202,20130101
10101690,20111019,20120229
10101690,20111019,20120229
10499241,20120221,20120620
10099625,20121123,20131122
10099625,20121123,20131122
10518737,20120321,20120720
10628026,20130301,20130630
10628026,20130301,20130630
10606248,20120923,20130122
10597777,20120910,20130910
10598926,20120907,20121006
10840286,20140602,20141001
M215_028086,20060303,20060930
10077087,20101230,20120130
10076361,20151002,20161101
10076361,20151002,20161101
10823589,20140409,20140808
10091087,20100611,20110615
10091086,20100614,20110615
10099376,20110926,20120131
10075542,20110315,20120315
10683354,20130418,20130517
10091594,20101012,20111012
10653064,20130116,20130515
10076329,20101009,20111009
10614312,20121004,20131103
10075911,20140106,20140505
10077359,20110419,20111019
10474756,20120118,20130201
10932007,20150319,20150718
10932017,20150319,20150718
10966607,20151118,20160317
M212_280611,20101027,20110227
10649195,20130108,20130507
10659710,20130131,20130530
10091585,20110612,20111012
10093307,20110905,20120105
10555502,20120605,20121004
10091115,20100617,20110701
10091565,20101005,20111005
10118131,20100630,20110701
M206_156067,20101207,20110407
M206_156067,20101207,20110407
M206_156067,20101207,20110407
M206_156067,20101207,20110407
M206_156080,20100412,20100524
10636326,20121126,20130325
10611619,20130201,20130301
10637027,20121127,20130326
10091107,20100615,20110615
10560267,20120615,20130714
10089951,20150101,20160101
M212_281038,20110118,20110518
M212_281038,20110118,20110518
10832347,20140508,20140907
10832347,20140508,20140907
M212_281037,20110118,20110518
10533187,20120418,20120817
10486948,20120131,20120530
M212_278227,20091125,20101125
10605328,20120920,20130124
10908613,20150114,20150513
10908613,20150114,20150513
10839698,20140601,20140930
10298667,20110725,20121225
10299439,20110607,20111007
10299439,20110607,20111007
10299439,20110607,20111007
10676736,20130326,20130725
10091467,20120201,20120531
10811530,20140306,20140705
10749026,20131001,20140131
10118073,20100626,20110831
10929673,20150311,20150710
10092142,20110221,20110701
M212_00250565,20090301,20100601
M212_268375,20070624,20091130
10829849,20140430,20150529
10763971,20131030,20140427
10763971,20131030,20140427
M212_21200218,20030117,20080930
M212_260925,20100101,20100331
M212_260925,20100101,20100331
10463931,20120105,20120504
M206_153691,20090509,20100831
10758157,20131014,20140413
10826748,20140422,20140821
10826748,20140422,20140821
10148501,20100929,20110929
10092873,20110629,20120729
10091491,20100925,20111225
M212_260777,20060429,20070531
M206_153757,20090515,20100515
M206_158228,20110217,20110531
M206_153787,20090518,20100518
10474699,20120117,20120516
10474694,20120117,20120516
10089146,20100723,20111023
10120063,20150331,20160429
10927290,20150303,20150702
10805365,20140220,20140619
10749660,20130926,20140125
M206_131528,20060127,20070531
10868092,20140908,20150107
10787541,20140112,20140511
10793815,20140124,20150123
10793824,20140124,20150123
10793828,20140124,20150123
10120552,20120108,20120407
10536763,20120425,20120824
10765600,20131104,20140303
10549014,20120521,20120920
10117140,20120630,20130501
10756229,20131009,20131108
M206_129425,20051006,20060430
M206_129308,20051001,20071231
M206_152890,20090210,20100531
M206_152890,20090210,20100531
10771670,20131121,20141125
10116801,20110301,20120501
10116801,20110301,20120501
M206_158148,20110222,20110731
10120398,20111207,20120407
10694925,20130531,20130929
M206_145281,20070530,20070930
M206_145281,20070530,20070930
10492844,20140901,20150930
10610989,20121031,20130227
M206_158884,20110616,20110716
M206_158885,20110616,20110716
M206_152159,20081030,20100531
10118807,20110131,20120229
10853379,20141118,20151217
10853379,20141118,20151217
10118112,20100616,20110701
M206_129894,20051101,20080531
10850053,20140731,20141129
10689510,20130510,20130609
10131012,20120701,20120701
10148443,20100920,20110920
M206_152130,20081024,20100630
M206_150901,20090422,20100722
M206_154278,20090719,20091231
M206_154278,20090719,20091231
M206_154278,20090719,20091231
M206_154278,20090719,20091231
M206_154278,20090719,20091231
M206_154278,20090719,20091231
M206_154278,20090719,20091231
M206_154278,20090719,20091231
M206_154278,20090719,20091231
10116737,20101124,20111124
M206_158158,20110202,20110331
M206_158198,20110228,20110628
10939979,20150414,20160415
10711500,20130730,20130829
M206_158666,20110423,20110423
10294500,20111008,20120208
M206_2063449,20090305,20100605
M206_2063449,20090305,20100605
M206_2063449,20090305,20100605
M206_2063449,20090305,20100605
M206_2063449,20090305,20100605
M206_158414,20110315,20110731
10118097,20100611,20110615
10171046,20150906,20161005
10171046,20150906,20161005
10171046,20150906,20161005
10171046,20150906,20161005
10133398,20110927,20120127
10118129,20100623,20110701
10497644,20120217,20120616
10467159,20160301,20170301
10294084,20110502,20110902
M206_154936,20100402,20110702
M206_154936,20100402,20110702
10650159,20130109,20130508
10649251,20130108,20130507
M206_154857,20101013,20110113
M206_154857,20101013,20110113
M206_154857,20101013,20110113
M206_154857,20101013,20110113
M206_154857,20101013,20110113
10485867,20130325,20140424
10485867,20130325,20140424
M206_152025,20100102,20110702
M206_152025,20100102,20110702
M206_152025,20100102,20110702
M206_156310,20100531,20110630
M218_046981,20090311,20090611
M206_149906,20080131,20110228
10118121,20100620,20110701
M206_132862,20060401,20070731
M205_159777,20100430,20100930
10120456,20110107,20120107
10694122,20141021,20151120
10694122,20141021,20151120
10118049,20100620,20110701
10120812,20150608,20160807
M206_156332,20100513,20110630
M206_156333,20100513,20110630
10624050,20130226,20130625
10624050,20130226,20130625
M205_157264,20080806,20100131
10609825,20120928,20130127
10609154,20120927,20131026
M203_125951,20090625,20090925
M206_152822,20100907,20101207
M206_153355,20090408,20090708
M206_146558,20071026,20080226
M206_158989,20110617,20110717
10121009,20150613,20160812
10121009,20150613,20160812
M206_142878,20070123,20080229
10643075,20140120,20150219
10643075,20140120,20150219
10643075,20140120,20150219
M206_154775,20090929,20101031
M206_154775,20090929,20101031
10885297,20141022,20151027
10885297,20141022,20151027
M206_149199,20080105,20090131
M206_151190,20080603,20090331
10671267,20130306,20130705
10552210,20120529,20120928
10552224,20120529,20120928
10205397,20110214,20110615
M205_157076,20080623,20080923
10293328,20100630,20110701
10668823,20130228,20130627
10876746,20140929,20150128
10920147,20150210,20150609
10117238,20160101,20170101
10563328,20120701,20130701
M205_154062,20070823,20081031
M206_136166,20070701,20110630
10343293,20120101,20130101
M203_125180,20090526,20090826
10830492,20140501,20140831
10830492,20140501,20140831
10830492,20140501,20140831
10830492,20140501,20140831
10293302,20100614,20110615
10174576,20111110,20121210
10635529,20121123,20130522
10120388,20120711,20121115
10558986,20120613,20130612
10119358,20110430,20120530
M206_137924,20060528,20070831
M206_148600,20071118,20081130
M206_147663,20070926,20080926
M206_147663,20070926,20080926
10293324,20100626,20110701
10457286,20111221,20130101
M205_161024,20110130,20110313
10847622,20140629,20150728
10376297,20110220,20111031
10706607,20130715,20130814
10120648,20141204,20160103
10234977,20140801,20140801
10450918,20111204,20120403
M206_141467,20061024,20080630
10698242,20130613,20131012
10698242,20130613,20131012
10698242,20130613,20131012
10488299,20130401,20140401
M203_126601,20100116,20110630
M205_159477,20100228,20110430
10375176,20120103,20130115
M205_144494,20050923,20090831
M203_124250,20080331,20090331
10121753,20120701,20120701
M255_057756,20100514,20100614
M206_129741,20051101,20061031
M206_127566,20050617,20071231
M206_127567,20050617,20071231
10299497,20110627,20111027
10260831,20110214,20110615
10566621,20120629,20130701
10593038,20130529,20140128
10593038,20130529,20140128
10593038,20130529,20140128
10181478,20140801,20140801
10181478,20140801,20140801
10712832,20130802,20131201
10293327,20131006,20141007
10100687,20111005,20120229
10603668,20120917,20121016
M205_160588,20101030,20110430
10791241,20150219,20160418
10889651,20141103,20150302
10453841,20140901,20140901
M203_126970,20100401,20110401
M203_126970,20100401,20110401
10853919,20140721,20150820
10883236,20141020,20150219
10492187,20120208,20130215
10492187,20120208,20130215
M203_121974,20070720,20071020
10122487,20110201,20120301
M205_159072,20091113,20110331
M205_159072,20091113,20110331
M203_119250,20061030,20081130
10121614,20150818,20160917
M203_122546,20071004,20080131
10548041,20120919,20130118
10293826,20120330,20130401
10973778,20150808,20151207
M205_157452,20081001,20090630
M205_159353,20100120,20100630
M203_126812,20100225,20110630
10293323,20110802,20110915
10293343,20130201,20130201
10122070,20100616,20110701
M203_126761,20100216,20100630
M203_124315,20080424,20100630
10651136,20130112,20130511
M206_152400,20081130,20100228
10518862,20120328,20130401
10293052,20111005,20120205
10821713,20140403,20140802
M205_148062,20061207,20070307
10075229,20111018,20120117
M203_126771,20100217,20100317
M203_126771,20100217,20100317
10784340,20140108,20140513
10675611,20140901,20140901
10780115,20131223,20150122
10780115,20131223,20150122
10780115,20131223,20150122
10478539,20130401,20130901
10624184,20160118,20170217
10624184,20160118,20170217
M205_157594,20081022,20090731
M205_157594,20081022,20090731
10165567,20150702,20160901
10633669,20121117,20130316
10490076,20120204,20130303
M203_2031336,20060228,20100131
M203_2031336,20060228,20100131
M203_2031336,20060228,20100131
10122064,20100617,20110701
10781853,20140101,20140430
M203_2031709,20021214,20100228
10641685,20121212,20131211
M203_127100,20100504,20100615
M203_127170,20100519,20110630
10121408,20120403,20130402
10699741,20130619,20140718
M203_127207,20100531,20110630
M203_124681,20080717,20101130
10123237,20110915,20120915
10610846,20120930,20131029
10610846,20120930,20131029
M203_127269,20100617,20110731
10293322,20100630,20110701
M205_142955,20050621,20100131
M203_124633,20080630,20090630
M203_125749,20090502,20090802
M203_123149,20081129,20100301
M203_123149,20081129,20100301
M203_123149,20081129,20100301
10121913,20150605,20160704
M203_127682,20101013,20110213
10122075,20100622,20110701
M203_126335,20091013,20091113
M203_128546,20110607,20110719
10381836,20110220,20110701
M203_126490,20100811,20101211
10122750,20110425,20110825
M203_126046,20090717,20091017
M203_127939,20110117,20110228
M203_127939,20110117,20110228
M203_127939,20110117,20110228
10294479,20111005,20120205
10122087,20100630,20110701
10588101,20120814,20120913
M203_128106,20110210,20110310
M203_124197,20090321,20090621
M203_124197,20090321,20090621
M203_124197,20090321,20090621
10602873,20120916,20131015
10735623,20130819,20140918
10735623,20130819,20140918
10735623,20130819,20140918
M203_123700,20080727,20081027
M203_123700,20080727,20081027
M203_121467,20080711,20100331
M203_121467,20080711,20100331
10624183,20121026,20131125
10537217,20120426,20130501
10670210,20130304,20130703
10122068,20100614,20110615
M203_111842,20081024,20100124
10149431,20111010,20120410
10510044,20120401,20120601
10779870,20131221,20140120
10834529,20140601,20140701
M189_035295,20100201,20100601
10695858,20130604,20131003
10695858,20130604,20131003
10900283,20141215,20150414
M189_028006,20070108,20081231
10840860,20140605,20141004
10840860,20140605,20141004
10794766,20140127,20140526
10907802,20150112,20150511
10468180,20120115,20130115
10681526,20130415,20130814
10214650,20120627,20130726
10214650,20120627,20130726
10816227,20140321,20140720
10975570,20150817,20151216
10546258,20120515,20130515
M188_728596,20110321,20111130
10369798,20111010,20120210
10854429,20140722,20141121
10295608,20110302,20120602
10835715,20140521,20140920
10853606,20140720,20141119
10411487,20130201,20130201
10298750,20100908,20110908
10469961,20120112,20120208
10217230,20130419,20960722
M188_729277,20111003,20111130
10562914,20120701,20130701
10477046,20140701,20140701
M188_728771,20110517,20110517
M189_036269,20100920,20110731
M189_036269,20100920,20110731
M189_036269,20100920,20110731
10775343,20140402,20160101
10149392,20111004,20120404
10600584,20120911,20130915
10585924,20120809,20130908
10201687,20120331,20120629
M188_724995,20090115,20100415
10239032,20110901,20120101
10138651,20121008,20131007
10138651,20121008,20131007
10138651,20121008,20131007
10405722,20120824,20130923
10405722,20120824,20130923
10236111,20120701,20120701
M188_725159,20081216,20100316
M188_725159,20081216,20100316
10217114,20110201,20120301
10593621,20121130,20130901
M189_37555,20110615,20110727
10158782,20121001,20121001
10688551,20130507,20130906
M189_034806,20091006,20101006
M189_034806,20091006,20101006
10742914,20130909,20140608
10862098,20140818,20141217
10410008,20120318,20130417
10410008,20120318,20130417
10581908,20120801,20130801
10792497,20140121,20140520
10261132,20140101,20140101
10598974,20120907,20130910
10243291,20130116,20130121
10215035,20120501,20120501
10456966,20130101,20130101
10416437,20120101,20130101
10377229,20121231,20121231
10219665,20120403,20130415
10579266,20141001,20151130
10579266,20141001,20151130
10744555,20130923,20140122
10578965,20120725,20130724
M189_033744,20090217,20100217
M188_727019,20100414,20110531
M188_727019,20100414,20110531
10184038,20110217,20110701
10113336,20120101,20130101
10300777,20110527,20120827
10215424,20101201,20120301
10242775,20130518,20130917
10242775,20130518,20130917
10242775,20130518,20130917
10902631,20150101,20150201
10902631,20150101,20150201
10902631,20150101,20150201
10620185,20130216,20130615
10620185,20130216,20130615
10255180,20110201,20120501
10637076,20121201,20121201
10637076,20121201,20121201
M203_111763,20050415,20060415
10656703,20130126,20130525
M188_721897,20070930,20080930
10113464,20110817,20120917
10734086,20130814,20131213
10607938,20120925,20121024
10607956,20120925,20121024
10541059,20120502,20120901
10784531,20140106,20140505
10654739,20130123,20130522
10917281,20150301,20150701
10416221,20101025,20111025
M186_027578,20100201,20110201
10496495,20120215,20130215
10392218,20110728,20111128
M188_727281,20100622,20110731
10246618,20111201,20121201
10248742,20121002,20131008
10248742,20121002,20131008
10248742,20121002,20131008
M188_727107,20100527,20100630
M188_727132,20100507,20100618
10910006,20150201,20150531
10567502,20120630,20121029
10564332,20120701,20130731
10466141,20140209,20150308
10466141,20140209,20150308
10298593,20100630,20110701
10159491,20141201,20141201
10159287,20141201,20141201
10915901,20150130,20150729
10174464,20120206,20130205
10401103,20100630,20110701
10309289,20100630,20110701
10243416,20110215,20110831
10573718,20120801,20130801
M186_026422,20100717,20110412
M186_026422,20100717,20110412
M186_026422,20100717,20110412
M186_026422,20100717,20110412
10313974,20111012,20130212
M186_026401,20090414,20100714
M186_026401,20090414,20100714
M186_026417,20100417,20110417
M186_026417,20100417,20110417
10487550,20160201,20160201
10202762,20110523,20110923
10557828,20120611,20130611
10464601,20120106,20130115
M188_728115,20110112,20110228
M188_728139,20110215,20110228
M188_728259,20110107,20110228
10535986,20120425,20120824
10535993,20120425,20120824
10764867,20131031,20140227
10523477,20120329,20130401
10799698,20140204,20140603
10168803,20120812,20120913
10750590,20130927,20140226
10733384,20140912,20151111
10733384,20140912,20151111
M186_027750,20110502,20110630
10450377,20120101,20130131
10329982,20111201,20121201
M188_722749,20071205,20081231
M186_027502,20100120,20110120
M188_724620,20080707,20091231
10650661,20130201,20130201
10473434,20120701,20130201
10693672,20140514,20150513
10693672,20140514,20150513
M160_076403,20070123,20070123
M160_076403,20070123,20070123
M160_076403,20070123,20070123
10530901,20120412,20120511
10734629,20130815,20131214
10872346,20140919,20150118
10872346,20140919,20150118
10872346,20140919,20150118
10872346,20140919,20150118
10167878,20111115,20120315
10198909,20121005,20130204
10236360,20120831,20130830
10457180,20111221,20130101
10455129,20111215,20130114
M186_028272,20100812,20110531
10665266,20130218,20130517
M186_021262,20070517,20100531
M186_021262,20070517,20100531
M186_021262,20070517,20100531
10253727,20110214,20110615
10457470,20111222,20130101
10256054,20110602,20111002
10174059,20110908,20120108
10608925,20121201,20121201
M188_727050,20100419,20110630
10401070,20100614,20110615
10507868,20120301,20120630
10681765,20130415,20141014
10604605,20120919,20130118
10172970,20110204,20120304
10530018,20120501,20130501
10215918,20100627,20110701
10314349,20110523,20110923
10847755,20140629,20141028
10575535,20120717,20130723
M188_715721,20060413,20060713
10695607,20130603,20131002
10695607,20130603,20131002
10956551,20151110,20160315
10158602,20121001,20121001
10158984,20121001,20121001
10912776,20150131,20160801
10912776,20150131,20160801
10912776,20150131,20160801
10456801,20120701,20130301
10515892,20120315,20130315
10515892,20120315,20130315
10745724,20130916,20140115
10745724,20130916,20140115
10174580,20111109,20111209
10447049,20120504,20130515
10897235,20141130,20150329
10814214,20140314,20140413
10219369,20110621,20120701
10655635,20130123,20130522
10541462,20120503,20120902
10233763,20111107,20120307
10199053,20120726,20130725
M186_028967,20110310,20110710
M186_028967,20110310,20110710
10529865,20120410,20120509
10916281,20150131,20150530
10785388,20140107,20141106
10653717,20130118,20130517
10674216,20130318,20140417
10674216,20130318,20140417
10674216,20130318,20140417
10149155,20110907,20120307
M185_025122,20090612,20100612
M185_025122,20090612,20100612
10512621,20120309,20130315
10205192,20111030,20120430
10205192,20111030,20120430
10214334,20110110,20120410
10810330,20140304,20140703
10857658,20151001,20161130
M727_039554,20080625,20080925
M727_039554,20080625,20080925
M727_048208,20110201,20110601
10166771,20100904,20110904
10221756,20110306,20120606
10711158,20130730,20131129
10496446,20120215,20120614
10283073,20110630,20111030
10773925,20131129,20131228
10740268,20130901,20131231
10396239,20140801,20150801
M185_024843,20090306,20100606
10253928,20110615,20120715
M185_026351,20100419,20100819
10409559,20110803,20121103
10368938,20100621,20110701
10455107,20111215,20120111
10217197,20110225,20110701
M180_222832,20100418,20100530
M180_222845,20100412,20100524
M186_025225,20090531,20090630
M185_1852987,20041201,20051201
10488659,20120201,20130201
10287313,20120103,20130115
10743117,20151230,20160629
10743117,20151230,20160629
10743117,20151230,20160629
10663422,20130211,20130610
M186_019787,20070202,20070731
10739883,20130831,20140901
10622437,20121022,20130221
10845841,20140801,20150801
M185_026518,20100608,20100608
M186_028075,20100610,20110531
10689676,20130510,20140609
10956864,20150611,20151010
10760255,20141021,20151020
10760255,20141021,20151020
10541460,20120503,20120902
M186_027787,20100319,20110531
10693186,20130527,20140626
M186_016862,20080623,20090623
10573476,20120712,20130715
M180_217026,20071202,20090731
10086419,20111124,20121123
10771397,20131120,20141119
10313631,20101230,20120330
M185_026755,20101226,20110426
10919450,20150209,20160308
10666266,20130220,20130619
10605058,20120920,20130924
M370_251673,20110203,20110317
10541947,20120904,20130910
10253578,20120801,20120801
10528184,20120405,20130415
10359801,20120901,20130901
10148216,20120429,20130728
10148216,20120429,20130728
M180_221422,20090730,20100730
M180_223249,20100629,20100929
M180_223249,20100629,20100929
M185_009742,20050506,20070930
10485978,20140701,20140701
M186_020600,20070331,20080331
M180_215092,20070724,20080831
M180_215092,20070724,20080831
10694161,20130530,20130929
10694161,20130530,20130929
10523259,20130329,20960701
M180_219529,20080912,20090912
M180_211465,20070108,20080108
10951675,20150601,20150930
10951677,20150601,20150930
10470403,20120118,20130201
10087745,20100918,20110918
10253613,20120103,20130202
10253613,20120103,20130202
10501564,20120229,20120828
10463832,20140601,20140601
10253738,20120612,20120615
10253733,20110227,20110930
M185_024086,20090303,20090603
M185_024086,20090303,20090603
M185_024086,20090303,20090603
M185_024086,20090303,20090603
M185_024086,20090303,20090603
M185_024086,20090303,20090603
M185_024086,20090303,20090603
M185_024086,20090303,20090603
M185_024086,20090303,20090603
10626655,20150317,20150716
10852163,20140716,20151115
M180_221608,20090901,20091231
10531209,20120413,20130415
10640501,20140201,20140201
10462733,20150101,20150101
10895633,20150124,20150223
10895633,20150124,20150223
10541177,20120503,20130502
10541178,20120503,20130502
10086199,20120223,20130222
10085346,20040615,20050401
10479694,20120302,20130115
10479674,20120206,20130215
10466655,20120405,20130404
10462736,20120104,20130115
10462739,20120104,20130115
10462753,20120104,20130115
10459823,20121231,20121231
M180_215229,20070804,20081004
M180_215229,20070804,20081004
10972162,20150803,20151202
10086300,20151022,20160221
10086300,20151022,20160221
10086300,20151022,20160221
10086300,20151022,20160221
M185_27297,20110328,20110509
10205890,20110929,20120129
10532484,20120417,20130516
M185_27335,20110307,20110418
M180_219256,20080727,20090727
M180_219256,20080727,20090727
M180_219256,20080727,20090727
10253229,20121022,20130311
10253229,20121022,20130311
M185_027363,20110314,20110320
M185_024505,20081212,20100131
10559676,20120614,20130613
10339439,20101231,20110930
M185_022466,20071219,20090930
10171955,20150806,20160905
10171955,20150806,20160905
10171955,20150806,20160905
10171955,20150806,20160905
10340397,20110916,20121016
10890792,20141106,20980210
10745205,20130930,20140129
M180_221628,20090902,20101231
M180_223734,20100930,20110330
10518638,20120321,20130401
10089064,20110908,20121008
10101064,20111011,20121130
10854225,20140722,20150321
10461126,20120102,20130201
M180_215913,20070929,20090131
10085230,20110101,20120401
10345990,20121101,20121101
10900105,20151213,20160412
10796269,20140603,20150227
M180_224388,20110129,20110312
10487386,20120131,20120530
M180_222916,20100426,20110131
10527118,20120403,20130502
10510484,20120306,20130405
10087455,20100626,20110701
10476508,20120120,20120216
10475848,20120122,20120521
10067902,20151129,20160328
10067902,20151129,20160328
10067902,20151129,20160328
10067902,20151129,20160328
10067902,20151129,20160328
10067902,20151129,20160328
10067902,20151129,20160328
10067902,20151129,20160328
10067902,20151129,20160328
10467873,20150105,20980405
10467873,20150105,20980405
10467873,20150105,20980405
10086047,20120522,20130521
M180_209193,20060731,20061212
M180_216800,20090223,20100223
10565671,20120627,20130626
10674482,20130318,20130717
10674482,20130318,20130717
10628991,20131205,20150104
10628991,20131205,20150104
10628991,20131205,20150104
M180_217389,20080104,20090930
10470514,20120112,20130111
10391498,20130131,20130201
M177_010216,20100702,20101002
M177_010524,20100409,20101009
M180_224052,20101126,20110531
10808826,20140628,20141027
10498098,20120219,20120618
10498866,20120220,20130301
10757429,20131013,20140212
M180_205119,20051116,20070630
10087436,20100617,20110701
10099394,20110926,20120229
10883135,20141029,20150227
10087702,20100910,20110910
10568539,20120702,20130702
M180_225018,20110611,20110723
M180_225018,20110611,20110723
M180_225018,20110611,20110723
M180_225015,20110610,20110722
M180_225015,20110610,20110722
10822792,20140407,20140806
10173001,20110212,20110615
M180_222052,20091111,20110331
10702792,20131028,20140227
10510709,20120306,20130315
10546234,20120515,20130614
10874394,20140924,20150323
10238219,20110127,20120127
10238593,20110524,20111124
10495599,20120214,20130215
10575289,20120717,20130723
10600677,20120911,20130915
10453072,20140901,20150201
10453075,20140901,20140901
10453054,20120521,20130201
10453056,20120521,20130201
10453058,20120521,20130201
10453064,20120521,20130201
10453067,20120521,20130201
10453087,20120521,20130201
10453052,20120521,20130201
10594123,20120830,20130901
10661957,20130206,20130605
10661510,20130205,20130604
10543262,20120508,20120607
10806868,20140228,20150301
M180_209973,20060926,20071130
10087827,20101025,20111025
10664430,20130214,20130613
10087648,20100826,20110826
10784194,20141112,20150205
10861925,20140819,20141218
10861925,20140819,20141218
10861925,20140819,20141218
10468990,20120111,20130115
M180_214855,20070706,20101231
M180_219696,20081014,20081130
10205820,20120104,20120503
10205820,20120104,20120503
10610353,20121001,20131001
10931402,20150317,20160323
10931402,20150317,20160323
10523247,20120401,20130401
M180_205764,20060107,20070331
10148598,20101009,20111009
M180_208408,20080801,20090731
10285864,20101116,20120416
10494785,20120213,20130215
10697683,20130612,20131111
10159174,20130327,20131116
10159174,20130327,20131116
10752784,20131001,20140131
10785259,20140107,20150206
M176_031053,20100319,20100922
M176_031053,20100319,20100922
10908824,20150114,20150813
M176_31128,20100407,20100519
10261219,20120601,20130601
10158803,20121001,20121001
10285608,20100629,20110701
M553_057940,20110212,20110831
10126408,20110928,20120128
M180_203831,20050815,20060630
M180_203831,20050815,20060630
M180_203831,20050815,20060630
10854238,20140722,20150321
M177_009839,20090327,20100327
M177_009839,20090327,20100327
M177_009839,20090327,20100327
10616942,20121009,20131108
M177_011227,20100826,20101231
M176_31248,20100430,20100611
10856463,20140729,20141128
M178_025619,20110106,20110506
M178_024817,20100318,20100731
M178_024844,20100325,20110430
10183439,20100629,20110701
10488557,20120201,20130201
10238382,20100615,20110615
10217171,20130626,20130701
10679279,20130404,20140503
10148471,20100925,20110925
10183316,20110324,20120624
10183316,20110324,20120624
10308396,20130513,20140513
10903131,20150105,20150504
M178_024865,20100330,20100730
M178_024920,20100430,20110531
10976626,20150819,20151218
10391438,20120727,20130826
10183230,20100126,20110701
10265095,20120801,20120801
M178_025798,20110222,20110731
10892559,20141112,20150411
10489892,20120203,20130215
10789880,20150304,20160315
M176_027545,20090523,20100523
M176_027545,20090523,20100523
10528078,20140611,20150810
10148766,20120501,20130501
10247925,20130201,20130201
10868315,20140908,20151007
10879001,20150407,20151206
10879001,20150407,20151206
10879013,20141003,20150402
10945887,20150502,20151001
10413404,20100913,20111213
10672583,20130312,20130711
10543918,20120509,20130515
10527206,20120403,20130415
10497016,20120216,20130301
M177_006635,20070227,20070527
10631574,20150812,20151211
10631574,20150812,20151211
10631574,20150812,20151211
10631574,20150812,20151211
10631574,20150812,20151211
10631574,20150812,20151211
10889828,20141103,20151202
10238650,20120521,20130201
10749110,20130924,20140123
M176_022916,20070501,20100731
10468323,20120110,20130109
