id,sent,open
10761866,20140411,20140416
10759604,20140502,20140502
10769363,20140428,
10760295,20140506,20140508
10748496,20140307,20140307
10751059,20140317,
10759676,20140402,20140402
10749195,20140317,20140317
10648289,20140122,
10753721,20141018,20141018
10754128,20140118,
10754524,20141020,20141020
10771632,20140317,
10771640,20140506,20140506
10771641,20140506,
10753138,20140213,
10753138,20140415,
10867161,20141218,
10867161,20150417,
10753129,20140213,
10753129,20140415,
10751635,20141014,
10751648,20140115,20140115
10748761,20140108,
10744773,20141017,20141017
10746215,20141001,20141001
10744797,20131228,
10744797,20150406,
10746228,20140904,
10746304,20141201,20141201
10739601,20140915,20140915
10739601,20150917,
10463388,20131221,
10463388,20140421,20140422
10463388,20150521,
10463388,20140821,
10463388,20150121,20150121
10758708,20140204,
10758731,20131031,
10764371,20140212,
10764371,20140612,
10752698,20140317,
10811703,20150323,20150323
10928948,20150824,
10872764,20150204,20150204
10967364,20151105,
10810572,20140115,20140115
10750880,20140113,20140113
10750887,20140415,
10771587,20140506,20140506
10771593,20141209,20141209
10748100,20141007,
10810940,20150320,20150320
10897052,20151201,
10897057,20151120,
10879409,20150120,
10767412,20141121,
10767445,20140219,
10203510,20110910,
10755731,20140123,20140123
10755780,20141023,
10755780,20151112,20151117
10755796,20140922,20140922
10756756,20140325,
10758244,20141031,
10755309,20140322,
10756317,20140124,20140124
10754249,20140519,20140519
10753825,20151201,20151205
10753503,20141017,20141017
10931538,20141017,20141017
10751377,20140115,
10751377,20140512,
10751409,20141014,
10803950,20150302,
10747000,20141006,
10747000,20151105,20151105
10747019,20141006,20141006
10751415,20140115,20140115
10751455,20140115,20140115
10742341,20131224,20131224
10743803,20150227,20150302
10746953,20140103,
10344371,20120313,
10757162,20140329,20140429
10757164,20140329,
10758579,20150429,
10754721,20140325,20140325
10744145,20140224,20140224
10744236,20131227,20131227
10787143,20140424,
10741333,20131218,20131218
10741411,20131218,20131218
10757836,20141114,
10760443,20140305,20140305
10760443,20140506,
10760456,20140405,
10760457,20140408,
10760506,20140205,
10584423,20140920,
10890093,20140311,
10890093,20140908,
10890093,20150418,
10747950,20140106,
10749286,20140109,20140109
10749286,20150327,
10750589,20140113,
10743093,20131224,
10831679,20140423,
10831679,20140825,
10694796,20140116,
10694796,20140516,20140516
10748892,20140108,
10744913,20131228,
10795524,20140512,20140512
10433376,20151105,20151107
10888078,20151030,
10738255,20151112,20151112
10738266,20131212,
10738266,20140813,
10753207,20140214,20140214
10946983,20150903,20150903
10754992,20140325,
10712272,20131114,
10712272,20140115,20140116
10712272,20140215,
10710367,20131112,20131112
10751252,20141013,20141013
10740367,20141215,
10589728,20141006,
10751317,20140115,20140115
10910393,20150518,20150518
10743472,20131227,
10743506,20131228,20131228
10739083,20131216,
10783725,20131025,20131025
10783725,20131217,
10783725,20140120,
10783725,20140328,
10783725,20140428,20140428
10783725,20140529,20140529
10742415,20140920,
10742416,20140920,20140920
10741060,20131218,
10741060,20140617,
10741078,20141018,
10741108,20140919,20140919
10741108,20151105,20151105
10754336,20140524,20140524
10754338,20140120,20140120
10120843,20131021,20131021
10120843,20141120,20141120
10752044,20140317,20140317
10741003,20141218,20141218
10758772,20140131,
10760167,20140206,20140206
10760187,20140206,
10873783,20140715,
10864454,20141212,
10755086,20150126,
10925734,20150616,
10756098,20140523,20140523
10756120,20140523,20140523
10756107,20140523,20140523
10874159,20151007,
10708003,20140820,
10710585,20131118,
10710585,20140313,
10578777,20131109,
10578777,20140308,
10578777,20140716,
10578777,20141115,
10578777,20150325,
10899405,20150727,
10978244,20151201,20151202
10806356,20140609,20140609
10746068,20140901,20140901
10746074,20140901,20140901
10746075,20140901,
10735103,20131202,
10330509,20150818,20150820
10344338,20140922,
10393325,20110721,
10710421,20140812,
10311767,20120128,20120128
10706488,20140729,
10706488,20150901,20150903
10711048,20140814,
10711048,20150917,
10748308,20140908,20140911
10748352,20141007,
10749596,20140109,20140109
10748252,20140115,
10836750,20140908,
10743292,20131224,
10745427,20140901,
10184350,20150214,
10739126,20140913,
10733516,20131126,
10733516,20140428,20140428
10733602,20131204,
10214871,20140828,20140828
10214871,20151002,
10759984,20140204,
10732408,20140723,20140723
10078276,20110718,20110718
10754829,20140322,20140322
10754836,20140322,
10754840,20140322,20140323
10755838,20140123,
10755872,20151030,
10757281,20141028,
10195266,20110726,
10736348,20140905,
10743637,20131227,
10745847,20141201,20141201
10734950,20131204,
10374088,20131212,
10812819,20140624,
10812819,20150727,20150727
10752113,20150414,20150414
10786391,20140728,20140728
10697904,20131126,20131126
10697904,20140527,20140527
10711243,20131114,
10972062,20151105,20151118
10909618,20141208,
10918634,20150521,
10862925,20141209,
10821421,20140717,
10740507,20131217,
10740511,20131217,
10740511,20140422,
10740513,20131217,20131218
10740513,20140416,
10456090,20111231,
10951413,20150909,
10744403,20131227,
10834904,20140901,
10738531,20131212,
10750707,20140113,
10748036,20140107,
10748039,20140407,
10748045,20140107,
10749775,20140110,
10748077,20140107,
10738615,20140912,20140912
10738615,20151002,
10767803,20141122,
10903921,20141006,20141006
10759336,20140201,
10760707,20140206,
10759615,20141103,
10756643,20140127,20140127
10742131,20151120,
10611674,20140331,
10784164,20131227,20131227
10744031,20131227,
10756948,20140127,20140127
10947417,20150824,
10940911,20150803,20150817
10741136,20140917,20140917
10679395,20131118,
10349752,20110726,
10741207,20131218,
10707183,20140630,
10708421,20131111,
10708421,20140604,
10709597,20131109,20131109
10709675,20140811,20140812
10709675,20150909,
10710183,20140811,20140811
10710183,20151014,
10133088,20140714,
10745526,20140115,20140115
10745532,20141231,
10738877,20140913,20140913
10767026,20141021,
10733063,20140827,
10174188,20120105,
10734887,20140131,
10750499,20141011,20141011
10750505,20140113,
10753547,20140214,
10753547,20140616,
10862630,20150904,
10745202,20140929,
10746617,20140102,
10401117,20110725,
10913170,20131230,
10746692,20140102,20140102
10746692,20140303,20140303
10746704,20140102,
10738111,20131216,
10733947,20131127,
10594972,20140818,
10736674,20131206,20131206
10759418,20140201,20140201
10758186,20140130,
10731935,20131120,
10756744,20140924,
10756674,20140924,
10731703,20140721,20140721
10869490,20140821,
10731940,20131120,
10731940,20140325,
10755715,20140324,
10778576,20141114,
10751838,20140213,
10751838,20141115,
10743074,20140923,20140923
10868215,20141223,
10759439,20140201,
10708780,20140716,20140717
10202581,20110725,
10202582,20110725,
10935990,20141115,
10148538,20140115,20140115
10148541,20110916,
10148618,20110928,
10148528,20110915,
10148743,20131108,
10774758,20140614,
10148798,20110725,
10922676,20151007,
10120307,20120214,
10147939,20120116,
10712760,20131118,
10834886,20140902,
10736398,20140905,
10737041,20140908,
10737839,20140113,20140113
10737839,20140512,20140512
10737850,20140113,
10737850,20140512,
10786047,20131127,
10786047,20140422,
10786047,20140823,
10786047,20150123,
10733686,20131127,
10786060,20131127,
10786060,20140922,
10194921,20111128,
10194921,20150529,20150629
10132629,20110718,
10393653,20110711,
10733573,20131126,
10710572,20140813,
10736847,20140908,
10293325,20110725,
10358733,20120404,
10697420,20140625,20140625
10913168,20131005,
10698264,20131005,20131005
10698264,20140220,20140220
10699836,20131004,
10253399,20140617,20140617
10253399,20150818,20150831
10148800,20110825,
10626827,20120116,
10686433,20131014,
10686433,20140414,
10686433,20141013,
10686433,20150413,
10686433,20151030,
10687690,20140517,
10629544,20131019,
10629544,20140509,
10629544,20141216,
10917039,20150721,
10687947,20150617,20150617
10148554,20111219,
10149200,20120229,
10149215,20120303,
10149229,20120105,
10149241,20120106,
10702187,20131012,
10132217,20111003,
10132217,20140104,20140104
10148624,20111130,
10148638,20111003,
10713035,20131118,
10920370,20150608,
10868623,20141223,20141223
10868623,20150422,20150422
10868623,20150824,20150825
10770419,20140301,20140301
10770419,20150303,20150303
10938056,20150724,20150724
10697846,20131028,
10697882,20141229,
10697882,20150427,
10712569,20140818,20140818
10712675,20140818,20140818
10866338,20150917,
10619746,20131030,20131030
10737577,20131211,
10904568,20150420,20150420
10904568,20150821,20150821
10768801,20131024,20131024
10768801,20141126,
10733715,20140927,20140930
10733715,20151112,20151112
10733761,20131127,
10733769,20131127,
10733762,20150917,
10711636,20140815,
10711893,20140815,
10285002,20140811,
10954510,20150917,20150918
10705661,20131031,20131115
10757154,20140326,20140326
10127104,20120125,
10737943,20141111,20141111
10737955,20140811,
10934029,20140207,
10934029,20140908,
10736590,20131205,
10798064,20140616,
10756684,20141027,20141027
10756684,20151112,20151112
10148321,20110725,
10712719,20140818,
10148452,20110906,
10613865,20131018,
10149614,20111130,
10148315,20110711,
10148318,20110713,
10149779,20140603,
10811454,20131218,20131218
10931923,20150703,20150703
10694251,20131114,20131114
10791149,20131102,
10791149,20140703,
10864618,20140805,
10731329,20140825,20140825
10737353,20140819,20140903
10463492,20120116,
10769045,20140718,
10943613,20150519,
10260871,20110723,
10732431,20131122,
10732642,20140823,
10148931,20111019,
10402948,20111128,
10708639,20131107,
10709225,20131107,20131107
10801047,20140523,
10751590,20140314,
10769698,20140428,
10806903,20140609,20140609
10801044,20140523,20140523
10768555,20140526,
10769122,20140428,
10792642,20140707,
10751239,20140313,20140313
10743940,20140925,
10737669,20131211,
10703260,20131016,
10236843,20141027,20141027
10736288,20131211,
10736294,20131205,
10668796,20140212,
10668796,20140812,
10782144,20140416,20140416
10967001,20150804,
10691611,20140604,20140604
10786756,20141225,
10801555,20140526,
10174135,20111228,
10814867,20150501,
10814867,20151030,20151030
10149299,20131012,
10432289,20110817,
10657367,20140212,20140212
10806110,20150307,
10737285,20131211,
10149275,20120312,
10148459,20110907,
10148665,20111013,
10733055,20140825,
10733237,20140827,
10950577,20150904,
10708591,20131118,20131118
10708591,20140317,20140317
10708591,20140717,20140718
10708591,20150317,
10712771,20150721,
10712771,20151021,
10704979,20140723,
10708175,20140805,
10706481,20140729,20140729
10706481,20150901,20150901
10777716,20131227,
10762287,20140210,20140210
10701707,20131014,20131014
10886683,20151030,
10794617,20150112,
10864535,20150917,
10702507,20140714,20140714
10702529,20140714,
10702832,20131014,
10702957,20131014,
10702962,20131014,
10735821,20140805,
10692089,20140605,20140605
10692089,20150805,20150805
10696045,20150821,
10696332,20141225,
10139589,20110719,20110719
10149418,20120323,
10857836,20141115,
10149226,20120305,
10751363,20140314,20140329
10148557,20110920,
10149456,20120329,
10090917,20110714,
10869516,20131017,
10706086,20140728,
10706094,20131028,
10706534,20140630,
10735531,20131203,20131203
10737000,20131211,
10737049,20131212,
10810394,20131016,20131016
10810394,20140213,20140213
10810394,20140618,20140618
10735640,20140903,
10691980,20141016,20141016
10635351,20131106,20131106
10571000,20110825,20110825
10694185,20150818,
10698987,20140602,
10699241,20131003,
10698981,20140602,
10148219,20120218,
10149057,20120117,
10139969,20110912,
10732115,20131121,
10732218,20140122,
10295063,20140823,20140922
10571559,20140825,
10571559,20150924,
10661959,20140208,
10709745,20140716,
10688470,20140521,20140521
10688470,20150721,20150805
10775378,20131118,
10775378,20141217,20141217
10384141,20110725,
10734381,20140830,20140830
10815895,20140704,20140704
10767468,20140421,
10917283,20131026,
10734343,20131129,
10690365,20140428,
10690456,20141128,20141128
10690457,20150629,
10690457,20140529,20140529
10149244,20120307,
10149246,20120307,
10148918,20110716,
10148940,20110826,20110826
10148487,20110912,
10148532,20110915,
10137435,20111220,20111220
10149256,20120109,
10149271,20120312,
10149297,20120312,
10850778,20150724,
10731595,20140820,
10139614,20110723,
10846428,20131105,
10708846,20131106,
10709325,20140808,20140808
10709342,20140708,
10242815,20131017,
10701722,20140611,
10880551,20140516,20140516
10880551,20140915,20140915
10880551,20150213,20150213
10802186,20140527,
10689541,20140526,
10696303,20140620,20140620
10697089,20140624,20140624
10697089,20150727,
10929825,20150803,
10698350,20140628,20140628
10698576,20140630,
10698584,20140630,20140630
10700033,20131004,20131007
10373732,20140103,
10688009,20140519,
10149532,20120412,
10196466,20150917,20150917
10184021,20110711,
10683458,20131003,
10553317,20131114,
10553317,20140614,
10553317,20141215,
10689878,20140527,
10699481,20140703,
10149610,20111129,
10149387,20120320,
10694484,20141215,
10754958,20140325,
10754958,20150316,
10138897,20111216,
10138897,20140516,
10138897,20150716,20150716
10139030,20110920,
10139048,20110923,
10139050,20110923,
10893515,20140614,
10893515,20150501,
10691348,20140602,
10309272,20110718,
10803838,20131227,
10803838,20140602,
10432782,20111019,
10617560,20140222,20140226
10666172,20131004,
10869116,20150909,20150909
10700484,20140714,
10699583,20140703,
10700732,20140609,
10688144,20140308,20140308
10688144,20150314,20150314
10688519,20140421,
10688769,20140915,20140915
10236960,20141115,20141115
10695121,20150917,
10369650,20120412,
10369650,20120411,
10369650,20140616,20140616
10847360,20150714,
10149615,20111130,
10148917,20110716,20110716
10148514,20110914,
10148536,20110915,
10148543,20110916,20110916
10148610,20110927,
10122272,20110915,20110915
10125121,20110817,
10708926,20131106,20131106
10708928,20131106,
10652956,20140131,
10699907,20150616,
10699907,20140616,20140616
10173030,20111114,
10173030,20131025,
10173030,20140222,
10173030,20140624,
10173030,20141018,
10173030,20150216,20150219
10173030,20150721,20150727
10173030,20151105,
10692517,20150629,
10692517,20140606,20140606
10942114,20140516,20140516
10149298,20120319,
10149319,20120116,
10149359,20120319,
10877054,20150515,
10152517,20110725,
10698661,20140630,
10149045,20111110,20111110
10149305,20120116,
10148470,20110910,
10148481,20110912,
10148504,20110914,
10148518,20120214,
10756136,20140324,20140325
10696570,20151112,20151130
10794983,20140211,
10148200,20111222,
10218961,20110725,
10705221,20140724,
10148477,20110912,
10148517,20110914,
10148544,20111116,
10138616,20140118,20140118
10138616,20150318,
10138627,20110725,
10703107,20131016,
10703596,20131017,
10703625,20131017,
10699316,20141103,
10700471,20140707,
10863771,20140612,20140612
10694428,20140610,
10132262,20111017,
10131973,20110727,20110727
10711362,20110917,
10124980,20110720,
10124981,20111003,
10130619,20120307,20120307
10130619,20140506,20140507
10130619,20150608,
10127820,20110720,
10127826,20110725,
10092193,20110723,
10132181,20110926,
10132194,20110928,
10132214,20111004,
10123833,20110916,20110916
10123833,20140520,20140520
10120419,20111221,
10087462,20110725,
10706530,20131030,20131030
10707799,20140702,
10707811,20131102,
10707811,20140303,
10698591,20140630,
10898690,20151201,
10736710,20131211,20131211
10767566,20131014,
10703466,20131017,20131017
10748659,20141008,
10700983,20131009,
10745586,20140106,
10696208,20131019,
10691095,20140102,
10696499,20140623,
10148984,20110820,
10883048,20140519,
10876882,20140611,
10147910,20110714,
10149434,20120327,
10148312,20110711,
10148206,20110714,20110714
10149626,20111201,
10750011,20141016,
10693563,20110723,
10137864,20111007,
10139472,20120213,
10139482,20120213,
10910034,20110720,
10696592,20140522,
10697521,20150727,
10836512,20140308,
10091122,20110725,
10131862,20140714,20140714
10131862,20150917,20151013
10131625,20110722,
10130527,20140423,
10131763,20110715,
10693944,20140613,
10127073,20120306,
10127073,20140506,
10126361,20120103,
10122613,20110723,
10707185,20140630,
10771676,20141205,
10940581,20150731,
10768528,20131017,
10703942,20140917,
10397027,20150731,
10734054,20140829,
10703595,20140717,20140719
10703595,20150818,20150819
10704071,20131019,
10783094,20131019,20131021
10783094,20140418,
10783094,20140519,
10695739,20131118,
10745204,20151105,
10700011,20131004,
10700308,20140707,
10700612,20131008,
10148616,20110927,
10148641,20120104,
10148661,20111011,
10148687,20140617,
10799247,20141018,
10148719,20140410,
10688475,20140521,
10688475,20150721,20150721
10140941,20120310,
10691127,20140602,20140602
10149109,20120214,
10794979,20140512,
10794979,20140911,
10139561,20110711,
10133205,20111112,
10148120,20111114,
10149238,20120306,
10149368,20120319,
10149377,20120319,20120319
10148533,20110915,
10139884,20110822,20110822
10755469,20140122,
10139889,20110916,20110916
10138093,20111108,
10928410,20150626,
10783837,20110914,20110914
10783837,20131030,20131030
10136706,20131230,
10139609,20110721,
10133344,20111208,
10127821,20110716,
10127822,20110716,
10127827,20110725,
10798362,20140526,
10132000,20110820,
10132159,20110920,
10130907,20111130,
10696182,20131017,
10118110,20110711,
10118122,20110716,
10118141,20110725,
10124180,20111112,
10546456,20140730,20140730
10546456,20150901,20150910
10053625,20110826,
10238380,20110711,
10699584,20140603,
10705423,20131025,
10705740,20131026,
10703415,20131016,
10867681,20141223,
10867685,20141219,
10133355,20111209,
10132165,20120322,
10132020,20110824,
10132029,20110827,
10132392,20120201,
10132607,20110712,
10131780,20110725,
10126071,20111015,
10131539,20110714,
10128049,20110906,
10122088,20110725,
10127264,20120411,
10127264,20120409,
10127301,20110831,
10134134,20120214,
10120903,20150123,
10148842,20120206,
10148902,20110711,
10148910,20110711,
10149161,20120222,
10148301,20110714,20110714
10149068,20111118,
10139049,20110923,
10139059,20110926,20110926
10139603,20110721,
10249098,20131010,
10249098,20140210,
10249098,20140610,
10249098,20141010,
10249098,20150210,
10249098,20150610,
10138983,20110912,
10138983,20140312,
10912692,20150518,20150518
10692853,20150518,20150518
10692853,20140516,20140516
10696183,20141018,20141018
10696183,20151120,20151120
10696180,20141018,20141018
10696180,20151201,
10700553,20131007,
10700621,20131228,
10701234,20131009,
10132045,20110831,
10132053,20110901,
10131724,20110722,
10887096,20151105,20151106
10134161,20120218,
10134179,20120223,
10134178,20120223,
10128489,20110718,
10132364,20111213,
10125595,20120214,20120214
10796568,20110725,
10131756,20110711,
10131796,20110725,
10901279,20110725,
10957735,20150917,
10139574,20110716,
10128347,20120126,
10139878,20110915,
10139621,20110723,20110723
10138754,20140630,
10139883,20110822,
10124975,20110711,
10138597,20110718,
10136763,20111109,
10133354,20111209,
10131949,20110905,
10132024,20110827,
10132228,20111206,
10132014,20120123,
10132075,20110905,
10131772,20110725,
10131785,20110725,
10128786,20110831,
10128348,20120126,
10929439,20150624,
10126217,20140107,
10126217,20150204,
10128821,20110912,
10130325,20141103,20141103
10122079,20110720,
10125696,20110718,
10127813,20110711,
10127816,20110711,
10120974,20140220,20140226
10120974,20150323,20150323
10120974,20150423,
10089531,20110723,
10121555,20120310,
10174311,20120121,
10087775,20110913,20110913
10087775,20140313,
10087775,20150515,
10138580,20110711,
10138605,20110721,
10138611,20110722,
10138612,20110722,
10138629,20110723,
10133854,20120121,20120121
10138635,20110725,20110725
10139142,20111011,20111011
10139152,20111021,
10139111,20111004,20111004
10139111,20140205,20140205
10133730,20120116,20120116
10133733,20120116,
10133734,20120116,20120116
10132175,20140623,20140623
10132174,20110922,
10132176,20110923,
10857869,20150818,
10735874,20150924,
10133736,20120116,
10132432,20120125,
10133120,20111021,
10681809,20151014,20151026
10076936,20111013,
10684173,20140507,
10684173,20150608,20150608
10974030,20151030,
10841022,20150428,20150429
10925377,20150714,
10140956,20111212,
10140968,20111130,
10678150,20140421,
10678150,20151105,20151105
10139115,20120105,
10132396,20120204,
10130765,20120119,
10130765,20150805,
10130764,20111019,
10128868,20110923,
10122273,20110915,
10122299,20111007,
10122330,20111018,
10122330,20140220,
10125970,20110912,
10126003,20110921,20110921
10122574,20110723,
10125936,20110829,20110829
10129128,20111215,
10132077,20110906,
10132145,20110916,
10132872,20110726,
10137674,20111206,
10137674,20140410,
10137674,20150909,20150924
10137771,20120116,
10138586,20110711,
10132130,20111115,
10132136,20111012,
10132150,20110917,
10131962,20110910,
10132512,20120213,
10113474,20111216,20111216
10112362,20140811,
10681532,20140214,20140214
10681568,20140327,
10879744,20151201,20151202
10129602,20141023,
10126027,20110929,
10139101,20111003,
10132634,20110726,
10132642,20110721,
10122577,20110720,
10122616,20110723,
10137536,20111013,
10137537,20111013,
10132566,20110711,
10784912,20150122,20150122
10784924,20150123,20150123
10133112,20111017,
10127815,20110711,
10127819,20110713,
10127824,20110719,20110719
10127831,20110725,
10148904,20110711,20110711
10124977,20110720,20110720
10125651,20110711,
10128371,20120202,20120202
10119888,20140326,20140326
10119888,20140726,20140802
10119888,20141125,20141125
10138890,20110905,20110905
10138890,20140214,
10138890,20150416,20150416
10127823,20110718,
10117233,20120324,
10123052,20111111,20111111
10116537,20111017,
10121737,20120302,20120302
10122361,20111108,
10942952,20150810,
10109413,20120225,
10120042,20120104,20120104
10678879,20140417,
10113361,20140424,
10167066,20110714,
10139106,20111003,
10139106,20131104,
10130898,20140419,
10377816,20120130,
10923205,20150622,
10923205,20150924,
10138847,20110817,
10133279,20110827,
10134008,20120130,
10053020,20110920,
10685508,20140510,
10771780,20140715,
10702136,20131012,
10686673,20150616,
10686673,20140514,20140515
10686673,20150917,
10684227,20140606,
10128011,20110825,
10118876,20120201,
10118350,20110822,
10118360,20110823,
10138888,20110826,20110826
10138888,20150127,20150127
10138594,20110711,
10138642,20110725,
10880772,20140913,20140913
10880772,20150924,20150924
10122085,20110725,
10126226,20111208,
10682269,20131129,
10965435,20151021,
10745290,20131230,20131231
10926491,20150616,
10926491,20151002,
10121601,20120312,
10122906,20111005,
10677407,20140412,
10144053,20110727,
10117601,20120331,20120331
10132030,20110827,
10113022,20110725,
10113023,20110725,
10118125,20110718,
10118135,20110725,
10704759,20111015,
10682832,20140501,
10132928,20110829,
10128607,20120411,
10128607,20120410,20120410
10128607,20120412,
10132621,20110716,
10132183,20110926,
10126300,20111221,
10118064,20110719,
10636116,20140325,
10118532,20140214,
10118532,20150416,
10138925,20111003,
10138972,20110910,20110910
10140484,20111216,20111216
10117317,20110916,
10696713,20140623,20140623
10088170,20120202,
10683229,20141017,20141017
10126268,20111216,
10126337,20111229,
10052935,20110830,
10121127,20141230,
10121175,20150518,20150518
10121175,20140317,20140317
10678483,20140818,
10679594,20140520,
10679594,20140620,20140620
10118139,20110725,20110725
10133119,20111020,
10138732,20120220,20120220
10448674,20120314,
10683813,20140506,
10929302,20150624,
10680200,20140423,20140423
10975807,20151210,
10682616,20140616,20140709
10132263,20111017,20111017
10108851,20111010,
10130652,20140617,20140617
10130652,20150721,20150723
10676345,20140409,20140409
10691742,20150703,
10118089,20110725,
10118132,20110720,
10120611,20131122,20131122
10139122,20111007,
10116698,20111104,
10116698,20140301,
10139083,20110928,
10139112,20111004,
10139112,20140205,20140205
10139112,20150305,
10663720,20140224,
10107676,20110723,
10107691,20110725,
10679249,20131016,
10680436,20150302,
10107653,20110715,
10130539,20110917,
10678092,20150529,
10173663,20111007,
10173663,20120411,
10174197,20120105,
10119030,20110711,
10118424,20110907,
10120425,20111222,
10218315,20120214,
10112913,20120412,
10739886,20131216,
10681182,20140425,
10682369,20140430,
10683568,20140506,
10802967,20150128,20150128
10099845,20120116,
10099168,20120116,20120116
10681277,20140326,20140326
10685332,20131009,
10678530,20150518,
10678530,20140416,
10678541,20140416,20140416
10827408,20150518,20150518
10829750,20140416,
10954058,20150515,
10120366,20111212,
10120365,20111212,
10119533,20140823,20140824
10119533,20150924,20150928
10118116,20110713,
10118142,20110725,
10053025,20110920,
10113231,20120128,
10666113,20140213,
10666116,20140213,
10666126,20140305,
10108679,20110726,
10180475,20110725,
10738454,20131212,
10738454,20140412,
10691388,20141002,
10679061,20140417,
10109421,20120229,
10118124,20110718,20110718
10119045,20110716,
10119046,20110716,
10174385,20120203,
10174613,20111201,
10172411,20110920,
10052960,20110905,
10174520,20120216,
10118324,20110916,20110916
10119076,20120310,
10113026,20110725,
10112829,20120317,20120317
10171133,20111015,
10174166,20120102,
10780093,20140707,
10684541,20140507,
10684571,20140507,
10109026,20111128,
10679682,20141006,
10680942,20141022,
10680942,20150421,20150421
10850507,20150909,20150909
10891045,20150223,20150223
10769160,20131127,
10120848,20140527,20140528
10120848,20140627,20140627
10120848,20150727,20150727
10052469,20120215,
10673303,20140113,
10673303,20150114,
10673313,20140530,20140530
10118283,20111104,
10871200,20151002,
10792337,20150305,20150305
10121059,20150421,20150421
10117329,20110926,20110926
10664711,20140227,20140301
10664711,20150330,
10110487,20110725,
10680061,20140422,
10664690,20140130,
10107859,20110727,
10174206,20120107,
10864550,20140212,
10658390,20140212,
10678828,20140303,
10678828,20140809,
10881666,20150128,20150128
10120322,20111129,
10676433,20140409,20140409
10676436,20141008,
10118137,20110725,
10118138,20110725,
10118952,20120214,
10120634,20111216,
10797626,20131220,20131220
10797626,20140120,20140120
10052805,20110725,
10112947,20120217,
10174525,20120216,
10174201,20120106,20120106
10774193,20141213,
10681921,20140429,20140503
10900422,20150415,20150416
10109090,20111212,
10109411,20120225,
10684878,20140508,20140508
10684878,20140908,20140908
10512325,20120131,
10681275,20140326,20140326
10682440,20150630,20150708
10117066,20110725,
10837039,20141110,
10759189,20140201,
10112886,20120308,20120308
10679775,20140422,
10856674,20141114,20141114
10736222,20131205,
10672612,20140327,
10675036,20140411,20140411
10679034,20140214,
10676198,20131109,20131109
10119042,20110723,
10686221,20131014,
10119756,20120125,
10112340,20120125,
10851528,20150617,20150617
10112556,20111220,
10112556,20140419,20140419
10495546,20111130,
10663565,20140127,
10663565,20150127,
10663585,20140224,20140322
10825848,20150803,20150803
10700625,20131008,
10685828,20140512,
10683421,20140506,
10707391,20140701,
10657242,20140212,
10657272,20140213,20140213
10118875,20151030,20151130
10116395,20120412,
10116395,20120411,
10116395,20120409,20120409
10148483,20110912,
10928838,20140912,
10681524,20140127,20140127
10745848,20140102,
10656762,20140312,20140312
10678415,20140417,
10678415,20150617,
10122062,20110711,
10678412,20150526,20150602
10678412,20140423,20140423
10108468,20111010,
10118052,20110716,
10953417,20150526,20150526
10118114,20110720,
10118140,20110725,
10120245,20120203,
10669536,20140317,
10669536,20150415,
10668394,20150519,
10668394,20140418,
10685648,20150212,
10754403,20140120,
10673853,20110714,
10815889,20140731,
10788071,20140429,
10112339,20120125,
10113289,20110722,
10662781,20140730,
10660287,20140429,
10801463,20140115,
10674631,20140609,20140609
10681420,20140327,
10092174,20110722,
10658799,20140212,20140212
10675754,20140407,
10668129,20140211,
10783686,20150122,20150122
10783676,20131216,20131216
10783676,20150120,20150120
10751491,20150114,
10665699,20140603,
10667255,20140310,
10106933,20140723,
10907631,20150427,
10907631,20150828,
10907635,20150428,
10659397,20140212,20140212
10659404,20140212,20140213
10453935,20120410,
10453935,20120412,
10453935,20120411,
10434632,20111003,
10666432,20140317,
10741526,20151105,
10672033,20111003,
10860185,20141125,20141125
10855678,20140616,
10855678,20150813,
10661318,20140219,20140219
10658585,20140120,20140120
10658585,20140519,
10649196,20140123,
10649196,20150220,
10649197,20140123,
10649197,20150220,
10834362,20150601,20150603
10674170,20140303,20140303
10673052,20140328,
10673065,20140317,
10108752,20110910,
10672971,20140328,
10821818,20140722,
10818639,20150414,
10663134,20131010,
10657996,20140212,
10658060,20140212,
10658067,20140212,
10674922,20140403,20140403
10108000,20110930,
10148457,20110907,
10669760,20140317,
10856949,20141117,
10670926,20140324,20140324
10670926,20140725,20140725
10667361,20131017,20131017
10107693,20110723,
10107701,20110725,20110725
10778409,20141231,20141231
10701424,20140710,
10811161,20140619,
10810957,20131014,20131014
10810957,20140619,20140619
10656268,20140210,20140213
10656268,20150409,20150409
10928394,20150323,
10943938,20150904,
10754400,20140120,
10974515,20151105,20151107
10756196,20140124,
10914443,20140310,
10107687,20110721,
10666470,20140205,20140206
10666475,20140711,
10107652,20110711,
10799406,20140519,20140519
10665611,20140303,20140303
10665611,20150403,
10921144,20140414,
10876676,20151002,20151002
10829616,20131104,
10829616,20140318,
10829616,20140814,
10829616,20141220,
10107577,20110725,
10887853,20150413,
10962907,20150721,
10671566,20140322,
10829216,20150515,
10669121,20140612,
10108809,20110926,
10670341,20140319,
10670341,20141208,
10670341,20150407,
10666754,20140306,20140306
10666754,20150408,20150408
10107664,20110719,
10732119,20131121,
10653600,20140201,20140201
10108494,20120313,
10671363,20150309,20150309
10769547,20131017,
10787552,20140426,20140428
10667446,20131010,
10906880,20150424,
10784870,20131004,
10784870,20140421,
10784870,20141025,
10121531,20110906,20110906
10121531,20150320,
10924374,20150210,
10924374,20150313,20150316
10950068,20150703,
10107686,20110720,
10107656,20110711,
10107666,20110712,
10653914,20140103,20140108
10893063,20150629,20150629
