id,length
10650095,395
10920754,119
10908749,119
10653352,119
10654507,395
10654540,119
10506484,366
10932393,122
10626584,149
10626584,149
10103712,120
10626622,397
10629051,119
10654269,119
10831316,365
10106534,395
10106534,395
10106535,395
10106535,395
10649882,395
10893069,396
10106651,578
10622843,122
10711617,121
10620490,122
10620492,122
10618058,122
10639473,0
10639475,120
10757547,124
10205389,183
10629760,119
10630916,395
10632082,119
10632155,119
10459187,396
10627306,424
10411933,183
10411933,183
10672510,121
10672510,121
10624675,395
10174251,122
10645766,392
10645766,392
10664481,27
10623504,364
10103518,37
10103166,120
10656539,121
10656539,121
10621175,122
10644498,30
10641938,120
10640462,395
10640495,243
10814153,121
10632680,394
10633918,119
10633981,32
10629990,119
10630034,36
10654306,119
10654319,119
10782772,364
10628826,394
10757379,395
10651995,30
10648342,119
10648349,395
10619132,0
10621497,122
10621526,122
10635948,119
10636015,394
10617772,121
10619083,122
10619083,122
10634739,119
10107135,0
10107135,0
10107135,0
10630682,119
10103761,120
10627097,394
10628308,395
10628308,395
10626660,119
10173792,120
10619790,395
10661610,119
10620904,122
10622157,119
10622157,119
10622165,213
10622165,213
10622051,395
10622061,122
10622061,122
10622061,122
10622061,122
10779064,392
10779064,392
10623145,149
10623145,149
10675697,30
10641683,30
10641683,30
10393660,377
10562634,152
10536494,365
10636282,395
10674116,125
10633719,150
10634007,119
10634013,119
10626123,121
10626141,122
10626141,122
10626141,122
10626141,122
10626141,122
10626141,122
10626141,122
10631530,62
10133050,364
10133050,364
10133049,368
10133049,368
10712690,121
10133531,45
10133531,45
10133531,45
10133530,45
10621237,395
10621237,395
10627879,29
10634466,29
10629314,119
10825429,121
10630437,119
10592214,486
10628043,364
10629261,119
10738617,394
10596540,121
10881312,122
10601320,394
10601320,394
10601340,368
10601347,365
10602463,119
10602463,119
10602474,121
10603662,378
10780074,364
10599027,365
10599054,365
10599075,368
10600148,370
10622928,304
10619420,30
10451449,0
10683987,364
10620597,334
10636043,119
10108425,123
10573088,369
10633487,119
10739031,395
10787921,395
10630982,364
10627145,341
10628378,119
10890546,370
10706673,364
10661890,365
10660844,149
10813255,128
10630044,0
10630098,119
10619841,122
10619844,122
10627653,545
10628896,365
10674495,121
10674495,121
10689991,121
10689991,121
10689991,121
10689991,121
10689991,121
10689991,121
10969553,122
10635538,119
10785063,395
10785063,395
10840243,121
10887928,121
10915743,119
10651064,34
10619818,122
10839180,394
10839180,394
10618225,395
10653515,34
10633802,394
10812546,368
10695606,29
10610858,27
10610858,27
10610865,121
10102258,125
10744388,121
10608512,455
10554215,29
10880567,122
10602278,366
10602282,366
10635728,368
10603442,121
10603448,365
10603450,365
10836748,122
10836748,122
10836748,122
10599984,394
10599991,394
10601145,392
10601145,392
10601145,392
10616863,150
10620348,364
10620354,364
10620398,122
10621553,122
10633240,394
10701661,121
10655259,119
10633216,29
10548634,376
10633238,29
10484168,151
10631070,119
10622270,395
10623373,122
10629866,119
10132207,365
10621030,151
10345607,0
10345024,92
10344428,92
10344116,0
10629855,29
10600279,29
10600280,368
10471712,151
10599103,121
10600202,121
10613219,370
10102380,124
10614556,368
10615915,122
10615917,122
10617960,122
10617967,122
10617979,122
10617985,122
10654417,424
10609435,365
10102116,127
10906626,367
10607086,365
10924048,121
10959999,122
10608255,366
10623637,122
10623637,122
10604653,366
10605870,151
10605870,151
10602045,367
10138625,366
10654957,30
10654957,30
10654957,30
10654957,30
10654957,30
10598616,214
10600931,369
10600938,121
10601511,121
10621340,371
10621340,371
10102586,365
10615363,30
10859397,30
10616642,122
10598628,121
10618976,122
10620133,122
10621313,30
10619040,0
10620186,122
10664972,367
10866443,121
10485302,120
10629394,121
10629394,121
10174081,122
10628100,119
10607401,371
10629642,394
10630812,119
10606149,121
10606165,121
10607382,121
10607391,371
10607393,365
10607394,371
10607395,371
10607396,371
10901339,121
10901339,121
10735359,365
10604958,121
10604949,121
10612854,122
10708767,0
10101190,140
10767432,396
10767432,396
10767432,396
10195967,395
10782658,31
10879075,122
10616905,122
10598880,394
10598880,394
10598893,373
10598913,368
10598932,486
10615679,365
10635908,426
10635908,426
10611853,365
10855953,183
10633331,119
10609203,152
10609261,273
10610374,394
10664511,396
10779500,395
10779500,395
10779500,395
10483894,120
10172999,124
10173717,123
10604451,394
10599522,121
10323589,425
10323589,425
10323588,395
10323588,395
10323588,395
10599573,394
10599573,394
10615119,150
10616370,365
10618723,181
10618723,181
10618731,181
10618731,181
10618732,60
10618732,60
10660966,119
10660966,119
10660966,119
10634360,119
10634363,119
10635609,119
10617396,122
10617441,87
10691400,122
10691400,122
10642460,30
10612156,368
10612156,368
10613315,370
10613349,370
10613351,370
10874256,121
10609759,365
10932640,181
10873270,183
10873270,183
10605951,368
10628188,119
10629415,119
10604687,121
10690102,205
10604727,0
10605904,121
10600030,0
10601167,368
10601167,368
10601195,0
10601200,368
10601218,0
10626975,456
10627016,0
10614062,369
10615439,122
10615439,122
10616675,394
10616675,394
10616682,487
10616682,487
10956704,121
10598671,121
10612820,371
10102094,127
10631776,122
10631776,122
10631776,122
10631780,119
10607570,122
10389864,457
10607816,123
10607820,123
10607857,371
10605131,396
10605150,369
10131980,365
10101691,133
10601629,368
10514642,121
10624279,-15586
10939140,213
10604206,371
10604245,0
10655802,119
10639703,120
10619657,122
10635438,29
10634206,394
10052650,373
10610688,394
10607179,371
10607179,371
10745904,121
10745904,121
10745904,121
10676870,121
10626793,119
10626793,119
10603344,123
10598738,369
10600944,368
10100924,143
10598717,369
10609950,455
10611119,121
10311858,123
10622111,369
10623221,122
10615175,149
10615175,149
10615175,149
10616457,150
10616457,150
10904998,371
10614806,368
10448253,120
10830342,365
10608998,121
10609014,121
10864338,121
10780272,30
10587681,366
10583181,369
10583184,369
10583188,304
10583191,304
10585396,211
10630371,119
10601238,121
10601259,273
10704604,395
10630334,119
10598975,368
10598982,368
10599004,121
10924468,366
10600093,121
10615758,92
10601668,180
10601668,180
10868064,121
10601683,368
10601685,368
10601688,368
10601692,368
10601695,368
10601712,367
10602814,29
10713130,394
10713130,394
10615851,365
10615856,365
10600518,0
10600563,0
10810944,183
10810944,183
10810944,183
10810944,183
10894468,119
10898831,180
10937713,32
10611671,119
10611671,119
10611693,365
10611730,365
10606917,121
10606922,119
10606922,119
10284271,364
10608251,152
10167617,364
10605692,394
10605704,394
10605712,121
10606939,365
10752827,365
10752827,365
10603031,370
10603050,365
10603069,121
10603069,121
10603726,365
10608427,486
10262650,365
10595701,365
10595706,365
10051970,365
10601895,180
10601900,121
10598479,369
10555277,121
10599651,121
10339688,273
10600767,365
10639919,121
10639919,121
10608885,370
10610025,121
10585172,121
10585188,371
10585233,121
10585222,121
10586329,121
10586334,368
10586355,368
10582970,121
10585203,371
10580801,150
10580801,150
10580801,150
10580801,150
10580801,150
10581854,242
10581854,242
10581854,242
10581886,365
10101817,132
10689061,366
10651320,367
10604060,121
10666156,27
10415185,458
10604782,365
10941446,121
10613172,120
10613172,120
10613172,120
10613172,120
10613172,120
10613172,120
10613172,120
10613172,120
10613172,120
10614438,395
10614451,58
10614451,58
10601049,121
10601049,121
10609621,368
10598362,369
10880694,365
10599883,395
10599883,395
10599883,395
10599883,395
10601027,369
10661481,119
10615040,119
10615040,119
10615040,119
10616671,394
10876545,180
10600288,121
10617139,395
10617153,364
10617169,29
10617169,29
10617169,29
10617203,394
10617203,394
10612528,370
10616179,122
10615964,365
10615979,122
10779182,364
10612501,30
10929515,369
10612522,364
10612522,364
10594302,119
10594302,119
10613620,33
10589797,121
10589799,365
10604133,371
10604137,371
10588624,369
10589779,31
10600589,369
10600620,121
10600645,121
10600655,365
10601727,366
10601728,366
10601734,367
10601739,367
10601742,365
10601757,364
10101229,140
10601777,367
10610102,365
10611268,29
10611274,29
10599477,121
10600581,369
10600626,365
10607746,365
10608917,365
10584978,395
10584987,371
10584999,371
10586127,369
10586142,371
10614533,395
10614533,395
10586177,395
10586177,395
10586177,395
10550465,365
10606581,372
10582780,395
10598783,121
10580577,122
10581706,365
10749057,122
10616742,122
10616756,119
10649829,364
10649834,364
10614275,365
10615618,365
10615632,365
10615639,365
10956552,121
10956552,121
10607455,0
10875490,180
10878147,181
10738002,121
10674520,121
10674513,152
10796195,394
10604986,119
10604986,119
10606207,455
10606242,121
10611442,366
10611444,366
10603882,371
10603887,371
10607927,121
10609080,121
10605497,180
10606680,365
10863437,121
10738575,121
10738584,121
10738880,121
10737828,121
10649050,30
10607900,371
10607915,371
10580866,365
10581938,365
10583036,31
10790170,180
10605423,121
10597785,375
10607015,121
10607020,121
10836370,122
10604576,370
10604615,121
10664553,35
10609034,121
10602217,366
10785919,119
10603409,365
10603417,365
10604592,365
10591780,368
10591838,368
10635985,120
10589612,121
10587277,395
10588418,365
10613395,370
10614778,121
10614778,121
10614778,121
10614782,0
10614812,368
10614821,368
10614841,364
10614841,364
10616086,122
10616091,119
10616091,119
10780826,121
10629966,119
10609849,365
10612267,365
10651520,119
10583656,377
10584754,60
10584754,60
10584754,60
10609837,365
10583633,368
10595643,29
10595643,29
10809326,121
10614844,368
10614874,368
10614880,368
10614881,368
10614895,395
10588697,368
10494809,368
10612298,119
10612298,119
10612298,119
10612310,122
10612310,122
10586421,121
10603948,394
10603940,394
10585235,371
10603955,365
10782227,395
10596571,394
10596571,394
10875706,180
10596579,455
10596579,455
10596579,455
10102160,126
10785226,119
10595211,394
10595211,394
10608733,456
10609896,368
10609902,152
10609905,364
10607547,121
10607569,365
10587119,121
10099870,-15246
10099870,-15246
10588221,365
10589367,121
10596846,121
10596863,365
10585948,183
10585948,183
10587100,121
10594393,365
10886755,365
10594411,365
10595581,121
10595586,366
10595592,366
10583430,121
10583446,395
10590985,152
10590985,152
10590985,152
10099181,62
10582056,121
10761619,122
10597184,394
10597184,394
10100850,145
10597998,0
10581008,30
10587379,367
10712577,365
10588457,121
10588468,121
10128955,397
10585021,120
10585021,120
10582822,365
10582869,369
10583895,30
10582043,366
10588160,365
10583142,30
10597902,370
10580897,122
10597410,376
10771003,119
10771003,119
10771003,119
10650998,119
10591054,370
10591075,370
10592160,121
10907594,180
10588769,121
10665667,392
10589940,365
10587664,366
10589123,153
10589140,368
10867083,119
10867083,119
10749852,365
10587948,366
10589132,121
10100470,149
10100471,149
10100476,149
10595357,366
10591915,364
10594218,30
10589683,364
10100858,145
10581052,365
10581056,365
10581084,122
10598018,370
10598037,370
10598042,370
10597770,370
10597780,370
10597782,370
10573467,368
10672117,30
10593127,365
10593109,365
10593140,365
10678995,35
10594267,367
10586012,271
10587134,121
10587165,395
10588246,30
10588251,365
10591968,91
10583680,368
10583692,368
10583723,368
10585988,395
10581539,121
10581805,366
10581809,366
10581820,366
10596657,121
10580701,122
10763357,121
10596098,121
10755903,395
10596594,365
10596600,365
10593708,395
10593708,395
10594838,365
10594841,455
10594841,455
10594841,455
10737130,0
10589745,121
10891990,368
10590826,370
10590857,60
10586280,395
10590238,121
10586308,368
10586312,368
10591810,368
10690293,122
10585468,0
10599519,155
10138608,370
10586618,368
10586649,395
10793819,395
10943273,395
10595062,366
10584348,365
10584351,365
10584356,365
10585460,365
10585462,91
10585504,395
10590585,365
10594642,60
10594642,60
10594642,60
10591694,30
10575444,395
10575454,371
10575485,371
10572151,365
10572155,122
10572158,370
10085389,62
10595175,365
10133513,396
10592909,369
10100460,149
10586946,395
10449199,0
10759308,156
10583541,368
10583548,368
10774802,119
10584579,121
10584632,30
10581598,365
10582668,365
10636721,120
10583790,30
10596429,242
10596446,365
10100801,146
10581569,30
10594586,121
10100514,424
10590651,395
10591185,121
10593431,395
10593431,395
10588318,30
10590635,242
10586071,365
10586097,392
10586097,392
10701259,129
10588302,365
10567650,121
10564385,121
10564385,121
10564385,121
10564385,121
10575933,370
10566502,365
10579705,368
10099026,131
10593737,121
10593740,368
10578652,30
10590391,365
10590401,365
10591444,365
10591498,121
10648013,119
10688338,122
10688338,122
10588056,395
10588056,395
10573057,369
10573051,369
10573070,369
10113501,367
10113501,367
10113501,367
10622521,6
10592676,120
10593792,121
10590424,365
10590429,365
10591554,369
10591572,365
10583333,121
10585539,365
10585553,181
10581128,365
10099275,364
10582234,366
10582462,395
10553851,365
10931987,370
10737530,121
10400528,395
10854328,426
10837914,30
10596201,394
10597268,376
10597272,456
10597272,456
10597272,456
10594856,366
10594860,394
10572224,370
10591391,374
10583609,368
10585864,121
10565240,150
10565240,150
10583552,368
10583557,212
10102676,121
10875906,121
10103980,120
10099410,127
10564160,365
10578408,122
10578437,371
10590164,377
10590168,377
10591292,369
10591303,121
10587844,121
10588979,121
10588977,121
10588981,121
10599846,0
10711011,121
10711011,121
10576166,432
10576166,432
10572846,369
10576112,365
10122615,123
10619022,369
10594728,365
10594719,365
10594721,365
10594723,365
10594725,365
10594727,365
10594730,365
10594731,365
10594734,365
10594736,365
10594737,365
10594739,365
10293321,366
10594774,366
10591360,365
10591336,369
10591339,369
10591349,369
10579795,122
10578722,30
10579784,0
10576598,121
10575501,365
10100764,364
10100518,149
10704214,61
10569694,370
10570811,395
10570859,395
10571954,365
10573080,369
10833567,33
10768697,29
10568609,395
10568613,125
10568622,30
10587885,211
10587885,211
10587885,211
10587885,211
10587932,366
10739518,395
10567457,394
10567459,394
10739520,395
10739520,395
10584487,121
10585618,121
10586776,121
10586812,121
10586820,30
10566069,365
10564970,364
10577154,368
10578194,395
10562769,369
10577129,395
10577135,377
10577137,377
10577142,377
10568921,364
10570004,376
10568906,365
10568914,371
10564391,369
10564396,29
10564397,365
10565482,365
10668948,119
10573728,365
10574834,366
10570303,116
10570303,116
10571468,365
10812202,394
10572579,370
10586397,121
10572584,29
10481758,123
10779545,366
10566653,334
10568953,371
10568977,371
10568991,122
10578516,395
10578511,395
10198552,457
10579581,122
10908638,276
10577644,122
10576634,369
10576663,395
10572238,370
10572280,121
10572263,365
10569512,122
10570639,30
10570660,122
10579836,122
10563316,303
10563327,392
10563327,392
10563327,392
10577650,364
10133469,364
10133469,364
10132547,425
10132547,425
10578756,370
10578763,377
10578772,365
10562594,370
10575957,364
10576910,368
10149468,427
10568641,365
10607464,371
10531817,373
10564211,365
10076439,456
10565309,121
10565309,121
10566356,364
10566392,121
10640026,120
10574639,364
10563064,461
10563077,369
10564200,365
10564240,365
10573506,365
10573514,365
10570123,369
10822449,121
10570969,368
10571016,367
10569003,371
10569012,371
10567613,366
10568735,122
10569836,30
10566429,367
10566448,394
10566453,367
10577160,368
10577161,368
10709910,366
10574069,395
10574069,395
10574069,395
10574069,395
10574069,395
10575378,371
10119065,127
10575414,122
10572931,369
10638649,119
10640287,120
10640287,120
10569787,370
10569806,370
10568207,122
10569290,122
10569298,371
10570421,30
10568174,364
10564262,121
10564283,365
10564828,366
10579639,122
10692070,122
10579659,30
10563129,121
10754521,119
10563507,394
10576463,365
10576469,378
10576477,365
10576499,369
10579960,368
10576735,368
10576780,369
10568433,365
10565067,365
10566176,365
10895734,119
10642059,120
10551666,365
10473116,382
10599495,304
10552773,243
10568511,30
10565103,29
10566235,364
10576006,364
10576971,122
10576972,368
10576991,368
10573818,364
10573819,365
10573824,367
10571595,122
10678151,123
10678151,123
10571832,365
10573003,122
10574133,122
10568476,122
10568489,365
10570674,368
10570701,368
10871245,394
10871245,394
10570207,369
10566755,394
10567945,122
10564068,29
10564630,29
10585299,395
10562911,365
10562916,365
10443578,121
10443578,121
10562919,365
10562940,369
10562940,369
10578345,373
10578353,122
10559719,425
10560987,29
10558548,122
10558548,122
10558586,368
10564859,364
10564860,365
10564865,29
10564874,364
10564881,364
10564882,364
10564888,364
10564894,364
10565950,426
10565966,368
10565983,369
10076849,365
10563737,394
10563773,121
10563777,121
10554857,121
10556022,60
10550249,365
10571634,365
10574681,30
10567149,35
10859089,121
10569452,395
10439974,368
10439975,368
10564926,30
10564926,30
10564930,364
10564938,364
10564947,364
10566019,368
10566023,368
10566022,121
10691121,30
10564910,150
10564910,150
10564924,364
10573579,368
10622813,30
10573635,396
10573635,396
10740439,368
10574693,395
10052986,365
10572758,0
10606854,121
10595521,119
10595521,119
10572759,122
10571636,365
10571658,365
10572735,369
10052120,425
10052120,425
10052120,425
10052120,425
10568264,365
10549447,121
10547167,380
10547200,365
10548336,364
10899002,120
10579216,456
10619622,122
10579233,367
10563800,121
10640046,370
10098868,134
10579197,122
10576570,122
10897670,120
10897670,120
10897670,120
10897670,120
10733963,121
10561870,377
10075453,90
10560711,394
10556087,29
10050423,0
10577864,34
10578939,365
10295038,458
10578988,364
10580072,122
10577861,365
10550039,365
10550043,364
10548911,395
10548919,395
10548957,395
10052788,375
10609904,90
10609904,90
10550047,91
10550072,121
10550073,183
10550073,183
10550073,183
10569199,371
10557526,122
10557526,122
10557526,122
10558685,365
10559759,395
10555189,365
10769691,32
10552814,395
10552829,395
10552829,395
10570279,212
10571458,365
10053341,120
10689990,364
10572542,370
10677394,121
10589016,364
10570232,364
10746566,366
10746566,366
10746566,366
10551536,369
10566814,152
10548117,395
10549205,375
10549222,375
10544738,0
10544739,122
10696758,395
10696758,395
10696758,395
10696758,395
10577920,365
10585024,371
10650788,368
10579046,30
10579049,395
10922496,121
10562464,370
10575873,365
10093237,122
10576879,368
10577945,374
10574756,395
10561674,365
10561685,371
10559281,91
10712873,365
10555850,0
10149182,120
10149182,120
10544969,121
10545000,122
10517428,378
10546101,365
10554411,365
10561026,365
10561048,378
10620874,150
10620874,150
10561077,121
10561077,121
10562221,0
10552140,365
10554397,0
10559779,365
10051892,396
10051892,396
10051892,396
10051892,396
10051892,396
10832605,122
10567881,366
10548739,376
10565602,29
10586632,49
10579910,121
10645282,30
10558442,364
10556142,0
10551542,365
10552862,121
10552874,182
10552880,182
10644237,120
10644237,120
10551792,122
10801449,119
10550156,373
10550159,373
10548400,152
10548414,122
10546791,60
10052974,365
10549039,364
10578831,370
10561733,365
10561735,365
10546089,365
10558761,368
10217900,120
10217900,120
10577709,365
10577720,365
10855738,396
10556372,369
10556375,373
10556391,394
10556809,30414
10557929,394
10557941,369
10557948,394
10557977,365
10545890,395
10545899,395
10545902,395
10560863,121
10561991,153
10544751,122
10553052,365
10553074,367
10559552,0
10559554,366
10559557,273
10559573,457
10550837,122
10559265,6
10548504,122
10549633,372
10549652,153
10549327,365
10549359,335
10631555,30
10547388,380
10087440,375
10087466,368
10557079,394
10551309,0
10736709,35
10552672,367
10552677,365
10552680,365
10552694,365
10553866,365
10553885,365
10553900,366
10550450,365
10551589,369
10552656,368
10548171,378
10548174,378
10060608,122
10830580,366
10549291,365
10759223,119
10759223,119
10759223,119
10759223,119
10759223,119
10759223,119
10547684,365
10052089,458
10544279,370
10544283,370
10544320,370
10544339,370
10560938,394
10557376,91
10559614,366
10559629,366
10559636,121
10560887,121
10560066,121
10560069,364
10560072,364
10560106,367
10131754,505
10557760,121
10060531,122
10545707,366
10545708,395
10862267,395
10545710,366
10577568,122
10395888,122
10554243,394
10554243,394
10485563,120
10544566,0
10544580,369
10559341,29
10560554,456
10560554,456
10314247,0
10533775,312
10533780,377
10713159,395
10535960,364
10530515,365
10531537,121
10532625,394
10533726,121
10560685,122
10561825,365
10561848,365
10555720,121
10555728,150
10556843,365
10556867,368
10552205,368
10614212,122
10614212,122
10554498,119
10554498,119
10554498,119
10552437,395
10552486,368
10788189,119
10549940,374
10551073,122
10549104,364
10550178,394
10550178,394
10550184,122
10550270,365
10550273,365
10550228,365
10550231,365
10551336,365
10551359,365
10551369,364
10551372,364
10551375,0
10053310,0
10627223,29
10548624,122
10547026,122
10546817,122
10546349,365
10735463,365
10561274,121
10557137,365
10558303,122
10558303,122
10644233,120
10693709,121
10571163,125
10797857,122
10797857,122
10797857,122
10797857,122
10539225,366
10539236,365
10654366,119
10540294,364
10609661,364
10609661,364
10677060,121
10541432,122
10541432,122
10846173,121
10970258,121
10159561,0
10149443,183
10537051,29
10537063,370
10537065,370
10537071,370
10537075,370
10561517,334
10559189,347
10921491,273
10556880,121
10556892,427
10556892,427
10459989,366
10557996,121
10531358,367
10532425,364
10712387,395
10712387,395
10530294,121
10530330,121
10545551,365
10545553,366
10547825,335
10561636,121
10545534,122
10554327,426
10554327,426
10554327,426
10549706,374
10133308,373
10183426,373
10549999,122
10530598,364
10543839,30
10528372,121
10559236,367
10601404,121
10543868,371
10556958,368
10553369,335
10553390,365
10553401,365
10120846,365
10540133,365
10541241,366
10541247,377
10541250,377
10603301,365
10535787,29
10535788,372
10538983,0
10544126,370
10803764,119
10544186,31
10544194,243
10535778,365
10535781,365
10560124,365
10560125,365
10560156,394
10561320,29
10556613,394
10858897,395
10532234,380
10533292,364
10533294,394
10531151,367
10527863,183
10544235,366
10560224,394
10537121,365
10559012,303
10532732,379
10533812,365
10875881,426
10740925,395
10740925,395
10533829,0
10533839,377
10533849,377
10217547,0
10549789,374
10552029,364
10532689,379
10532739,30411
10955884,121
10652654,119
10652654,119
10548657,122
10548657,122
10132153,365
10545301,122
10528133,375
10528170,375
10528171,394
10528175,151
10528178,151
10557875,91
10557876,121
10557885,369
10557902,366
10542576,455
10542576,455
10712669,365
10543681,0
10555538,121
10087449,373
10556671,121
10557848,365
10552049,92
10552054,273
10610640,0
10552059,368
10554342,365
10554393,365
10538806,346
10539891,397
10539903,366
10536653,394
10537675,369
10537718,369
10534386,29
10534396,394
10534409,212
10535519,394
10559895,29
10562260,376
10540364,122
10540382,335
10601166,368
10541496,364
10532092,121
10861769,426
10861769,426
10533092,365
10533101,304
10539280,395
10863085,395
10528336,375
10529892,394
10530930,121
10530935,395
10564824,365
10527626,394
10527628,394
10527628,394
10527651,376
10562333,370
10457756,121
10560043,29
10561181,365
10536861,364
10535794,29
10535796,365
10535802,365
10535804,365
10549600,374
10133095,373
10546209,395
10550222,373
10640362,121
10640362,121
10640362,121
10844682,35
10546247,122
10547280,337
10547318,335
10133323,373
10548497,0
10556599,373
10529070,371
10526824,394
10527924,376
10541040,122
10556447,369
10556446,369
10541001,378
10552936,365
10563826,395
10811776,365
10552989,365
10554169,395
10554169,395
10554169,395
10538617,364
10538618,121
10538622,365
10552973,365
10535337,152
10874773,369
10536454,371
10536469,304
10537499,30411
10537509,364
10534172,121
10527079,377
10539105,364
10540148,365
10541555,122
10541326,122
10541331,0
10530797,368
10530800,368
10531861,394
10092117,131
10529656,370
10124397,0
10529682,370
10529695,370
10530741,121
10544109,370
10527177,377
10688356,394
10688356,394
10529381,30
10529392,30
10819556,121
10542728,122
10542731,122
10543797,30
10543802,364
10543824,30
10527128,377
10527153,304
10528261,394
10536696,394
10534490,425
10535590,121
10542890,395
10847135,394
10847135,394
10847135,394
10677412,121
10533653,121
10530165,394
10530171,369
10531184,364
10531211,367
10531219,304
10528199,375
10528201,375
10528205,375
10643817,150
10526613,121
10526623,121
10614180,150
10527703,486
10528208,375
10543247,122
10543291,372
10526604,121
10527687,376
10636277,275
10803983,119
10539147,366
10540246,30
10535899,61
10536974,370
10817251,365
10794349,119
10693088,121
10693088,121
10693088,121
10693088,121
10693088,121
10650972,180
10650972,180
10536244,29
10532921,394
10533980,376
10120021,155
10541093,131
10531871,121
10531871,121
10538879,335
10538897,0
10541077,122
10537728,369
10537749,394
10511656,364
10511656,364
10052993,365
10509394,372
10509398,372
10509439,395
10510521,374
10526951,378
10526951,378
10528102,122
10541180,377
10541182,0
10541195,334
10542441,122
10542470,122
10553080,367
10828327,365
10828327,365
10828327,365
10543628,0
10091471,365
10848498,365
10540034,30411
10139015,365
10541183,377
10541184,365
10541187,377
10541189,377
10533219,365
10533219,365
10533219,365
10533219,365
10650456,119
10534289,394
10530999,121
10532144,121
10532369,121
10609186,121
10528028,376
10530745,368
10527472,121
10543065,372
10867852,31
10527484,121
10539515,121
10540571,122
10540571,122
10538943,121
10538945,0
10538952,0
10538965,0
10535693,372
10533455,394
10078034,395
10078034,395
10077521,122
10518377,376
10515029,365
10516071,381
10516094,381
10517237,27
10540903,92
10540909,122
10516061,121
10538627,365
10124668,366
10538671,31
10540854,0
10540868,0
10540869,0
10536476,371
10536509,425
10537569,394
10538643,365
10513629,368
10699505,121
10509221,367
10510314,374
10526731,394
10526737,121
10543359,372
10543361,372
10543374,122
10538719,366
10531941,380
10644985,119
10800647,119
10667893,119
10531949,380
10530033,369
10531072,367
10867549,0
10531083,121
10075737,394
10075737,394
10076463,364
10076463,364
10528929,121
10543323,30
10543334,372
10926677,366
10526628,378
10526633,121
10754283,211
10754283,211
10754283,211
10754283,211
10527749,376
10664975,119
10543943,371
10542197,395
10840021,30
10840021,30
10543299,372
10793605,395
10543305,366
10542815,122
10537644,273
10521666,122
10522723,365
10089864,393
10522755,121
10522755,121
10532211,394
10534330,121
10534337,121
10534337,121
10534337,121
10534337,121
10534348,376
10519273,364
10532165,121
10052806,366
10538478,394
10538478,394
10539583,121
10539583,121
10539583,121
10540641,378
10513650,368
10536312,371
10536342,364
10558676,368
10537353,370
10510162,374
10601207,121
10601207,121
10535182,91
10511209,373
10523392,368
10524492,182
10524494,365
10524499,547
10562480,29
10524526,365
10257805,1
10542044,122
10615732,122
10543232,122
10540684,378
10540697,378
10540730,378
10540737,395
10541994,376
10532798,379
10537409,369
10537434,394
10537435,369
10530607,0
10530654,0
10531734,121
10664482,365
10528433,121
10529500,108
10529801,370
10529817,370
10384176,366
10543106,395
10543147,372
10526409,217
10528665,121
10671387,365
10541981,30
10541986,367
10541986,367
10541986,367
10543136,365
10522565,0
10523613,394
10533051,364
10534131,376
10535262,30410
10493402,27
10493402,27
10519014,366
10519014,366
10519014,366
10519014,366
10530924,0
10515635,365
10515656,276
10589804,121
10512300,459
10087120,91
10535014,373
10053623,0
10537172,121
10537172,121
10626322,119
10509913,395
10686237,-15824
10534981,120
10534982,394
10509939,121
10091609,365
10523141,121
10542964,372
10087456,370
10539440,366
10669553,122
10512635,371
10512633,121
10513766,27
10514878,60
10514882,60
10511504,372
10511543,121
10512582,121
10528481,242
10076599,457
10052942,456
10544078,370
10544022,122
10527322,29
10541674,92
10541683,30
10542910,122
10542919,372
10542921,92
10542924,372
10542926,372
10542930,372
10542939,372
10523465,368
10524554,121
10524565,256
10524591,367
10522351,367
10520185,395
10053598,122
10805229,392
10535089,121
10532876,369
10267739,463
10529587,121
10515455,304
10515463,365
10515470,365
10521568,121
10935877,121
10511053,121
10520445,394
10520445,394
10521515,371
10521533,121
10521533,121
10509327,347
10148520,365
10592046,181
10052968,372
10524153,367
10521898,365
10521905,365
10522672,153
10522674,369
10523808,396
10523808,396
10523808,396
10523811,394
10523811,394
10520509,122
10510177,374
10085930,364
10510203,395
10659468,365
10510470,365
10524941,304
10523242,365
10524389,122
10522629,121
10523715,123
10521105,371
10521113,371
10087442,377
10522150,121
10184609,123
10523224,30
10516018,365
10053429,397
10517113,365
10517706,364
10599607,119
10599607,119
10311110,121
10801070,121
10801070,121
10514980,366
10516010,365
10581328,365
10512663,121
10099384,127
10099384,127
10513052,370
10517981,377
10076521,366
10517999,377
10776465,119
10776465,119
10776465,119
10776465,119
10052136,394
10052136,394
10515742,364
10516858,121
10523946,122
10523946,122
10523946,122
10523946,122
10523946,122
10523946,122
10523946,122
10525041,367
10525026,243
10842574,394
10842574,394
10522486,364
10522515,394
10564922,366
10520277,121
10559198,124
10693617,122
10693617,122
10693617,122
10511069,373
10883849,122
10670750,121
10638968,120
10525544,121
10324148,122
10523499,368
10523504,368
10812726,365
10524624,367
10524635,367
10521973,370
10521979,370
10519733,374
10663404,119
10601403,121
10601403,121
10515789,424
10512482,121
10516141,395
10509496,375
10053331,123
10517780,377
10518886,427
10518886,427
10518909,121
10514460,0
10515502,365
10515545,121
10140742,123
10503841,27
10514447,367
10501646,365
10501704,0
10603353,121
10060404,183
10502786,120
10498474,375
10499478,466
10499499,32
10500599,393
10521226,121
10518963,121
10510919,152
10647001,368
10511993,372
10513091,394
