id,length
10862563,121
10954397,121
10862300,121
10856600,395
10852461,122
10887908,394
10215568,395
10215568,395
10825574,182
10607704,121
10874816,211
10814290,121
10871775,122
10871822,394
10871824,121
10863368,367
10692670,364
10748027,34
10748027,34
10685703,121
10663598,31
10663598,31
10847770,121
10710626,365
10846444,121
10847767,121
10881006,122
10877103,181
10878272,119
10878302,122
10859177,0
10149101,122
10860567,121
10878271,211
10857931,371
10468504,120
10670776,273
10957593,121
10847133,394
10869962,180
10870005,121
10866286,396
10520553,121
10236622,379
10882754,181
10613640,122
10852949,122
10852960,122
10742151,0
10848905,183
10539390,366
10539421,366
10539421,366
10845138,121
10847467,394
10858314,121
10442281,27
10856734,121
10856734,121
10897060,152
10855468,395
10855472,395
10851002,122
10310334,131
10854648,366
10854648,366
10854648,366
10862075,121
10851701,395
10859506,63
10888309,395
10850321,395
10900665,365
10848741,122
10846911,369
10846911,369
10844962,121
10844993,394
10845017,61
10846569,427
10862084,121
10934108,121
10859569,121
10860987,121
10854881,395
10854912,122
10853970,371
10846015,369
10852316,487
10852351,122
10846498,121
10849956,30
10817190,121
10139688,426
10843060,394
10844350,122
10859522,121
10897515,395
10232084,395
10232084,395
10232084,395
10848598,122
10696885,395
10546289,30
10843394,121
10827591,121
10851235,395
10851227,395
10859246,121
10826626,121
10828436,121
10391588,394
10846375,396
10846396,182
10217322,425
10861891,395
10855996,122
10401096,366
10809453,121
10850661,122
10895171,119
10894996,394
10851367,396
10816875,395
10846959,29
10844103,121
10858653,121
10793374,119
10860152,395
10859860,396
10851300,457
10687755,122
10853747,122
10835440,122
10835440,122
10861567,395
10957310,48
10857826,121
10857827,180
10807441,119
10475717,27
10826396,121
10840260,456
10839744,427
10839787,121
10741420,392
10844545,121
10844548,121
10860464,121
10853183,395
10697286,394
10849174,395
10850410,122
10219101,0
10895469,371
10849522,395
10843149,121
10848089,121
10893213,394
10890248,180
10853508,396
10859972,395
10552409,395
10923707,119
10835873,371
10691711,395
10833234,395
10835795,122
10850799,122
10858746,121
10860187,426
10860190,426
10855744,107
10850782,395
10826154,29
10843017,122
10843017,122
10843022,121
10843013,121
10921397,119
10921397,119
10921397,119
10843016,121
10857882,395
10410032,364
10410032,364
10860033,395
10832839,121
10832839,121
10832936,395
10829660,122
10850514,122
10534635,394
10941525,121
10842561,425
10842932,283
10838780,121
10495571,27
10838704,395
10838712,122
10830665,126
10515186,366
10847824,394
10890532,365
10834397,395
10233760,121
10930985,121
10828062,121
10858412,395
10696454,366
10696454,366
10859733,395
10795277,30
10862379,183
10751887,394
10798365,119
10857128,116
10310325,133
10838885,365
10853851,395
10922347,119
10285702,122
10285702,122
10285702,122
10285702,122
10285702,122
10285702,122
10761939,121
10845350,394
10880279,122
10875373,121
10837991,122
10236561,123
10838505,122
10838519,121
10838508,121
10926658,396
10926658,396
10926658,396
10689526,0
10919329,122
10919329,122
10919329,122
10919329,122
10919329,122
10837957,121
10837961,121
10666133,119
10369259,365
10856765,122
10762400,150
10965584,122
10850254,378
10850319,395
10172731,364
10172731,364
10172731,364
10060543,122
10832156,122
10836958,122
10830833,395
10830893,122
10835244,396
10835266,122
10835310,122
10841522,394
10910917,28
10849608,122
10849646,122
10840319,394
10837187,122
10830426,122
10830508,122
10886697,152
10886697,152
10886697,152
10886697,152
10827856,121
10827858,121
10912057,180
10875699,211
10877525,180
10946747,122
10932083,121
10932083,121
10841145,29
10519161,375
10707285,370
10828474,395
10839580,394
10578837,426
10578837,426
10578837,426
10685168,121
10836426,122
10833413,122
10829510,394
10831518,36
10804138,119
10340529,397
10892469,119
10799165,119
10617454,150
10672461,121
10647559,119
10646689,122
10646689,122
10652013,119
10603345,121
10605945,121
10606704,152
10600419,121
10601483,121
10600401,121
10569994,365
10503643,120
10500723,120
10500732,120
10340495,182
10755962,122
10803298,119
10340549,397
10052461,394
10132185,365
10132186,365
10236864,0
10835703,425
10769777,180
10688387,119
10688387,119
10688387,119
10688387,119
10865604,121
10828131,121
10149336,427
10882282,181
10633805,29
10838098,121
10873686,180
10878723,181
10835749,152
10835771,121
10835771,121
10879554,122
10879554,122
10918146,119
10923750,119
10873958,183
10873958,183
10881426,181
10840863,122
10842107,121
10837485,122
10871067,121
10839281,121
10839318,121
10839326,121
10736409,369
10411914,486
10947714,122
10877276,243
10874931,180
10832475,122
10882286,181
10940149,122
10769071,119
10836582,395
10566838,367
10831944,369
10834915,182
10827397,121
10828820,182
10828873,121
10876994,365
10838331,122
10839666,394
10931389,31
10869573,35
10832227,364
10832255,122
10832247,122
10832253,122
10834323,395
10950055,122
10404144,426
10865273,395
10833881,0
10833931,122
10831989,122
10836326,30
10880059,149
10880059,149
10834630,122
10839146,122
10880126,129
10723554,366
10834135,30
10837849,394
10195285,425
10835560,30
10831816,122
10831139,122
10841447,182
10244057,395
10838301,122
10863269,120
10840229,36
10840229,36
10971350,121
10170937,122
10914461,119
10294168,0
10833029,395
10763154,395
10745348,121
10746890,121
10664557,119
10663822,119
10663825,119
10756560,181
10616525,395
10613815,122
10613815,122
10736462,364
10602338,365
10770740,180
10790525,181
10790525,181
10878353,241
10878353,241
10789225,150
10782207,180
10759324,181
10762253,119
10746841,183
10748010,180
10748010,180
10748010,180
10704713,30
10581483,30
10541941,376
10576047,122
10770063,121
10504891,27
10822209,121
10825073,121
10287247,426
10287247,426
10847534,394
10951600,121
10386831,395
10854762,121
10854762,121
10854762,121
10854762,121
10195560,425
10838842,395
10918102,119
10820955,394
10217174,394
10309293,366
10307843,371
10819911,121
10819922,121
10819943,394
10820238,394
10460951,120
10460953,120
10551330,366
10607230,121
10821777,364
10566927,365
10244087,426
10244087,426
10822646,121
10820671,121
10845831,121
10845838,121
10297632,364
10824637,394
10775361,395
10820670,364
10823691,194
10820027,394
10945968,122
10818574,365
10823552,121
10202297,395
10202297,395
10526764,378
10294774,395
10294774,395
10824408,36
10845094,121
10670418,0
10906053,119
10825005,394
10825266,394
10825259,394
10825314,365
10820332,121
10819748,394
10903284,119
10822493,152
10822520,29
10888501,150
10804844,119
10801833,149
10801838,127
10801850,180
10801859,27
10476760,120
10655407,122
10655407,122
10655407,122
10832998,395
10815652,376
10416289,365
10235589,426
10951687,122
10812016,395
10457665,376
10801615,119
10800277,30
10800277,30
10800322,119
10696065,121
10818180,152
10946744,152
10755589,122
10755589,122
10818182,152
10755591,122
10755591,122
10755591,122
10908128,393
10171772,457
10171772,457
10171772,457
10171772,457
10173166,371
10823917,121
10874927,121
10909593,119
10840506,394
10824532,396
10819861,394
10762309,119
10762309,119
10625834,121
10625834,121
10625834,121
10625834,121
10218717,395
10590339,121
10616508,92
10874295,121
10808240,119
10874299,121
10874299,121
10874305,121
10808259,119
10808266,121
10823339,121
10656247,119
10655582,119
10802630,119
10100791,146
10850788,122
10819063,121
10819184,121
10817889,394
10817895,394
10823423,121
10756806,122
10803220,758
10803220,758
10131308,577
10561639,577
10561639,577
10138862,456
10138862,456
10138862,456
10601753,364
10601753,364
10601753,364
10751375,30
10463345,121
10463345,121
10792958,119
10813308,395
10312186,457
10312186,457
10312186,457
10802440,119
10804195,119
10801079,392
10171851,394
10482711,395
10811347,122
10811347,122
10765657,425
10812131,395
10812144,426
10801667,119
10976674,121
10976681,121
10800385,119
10799178,152
10799178,152
10799179,119
10807704,119
10823029,394
10815944,417
10822360,121
10822360,121
10807253,121
10807276,392
10802143,27
10802184,119
10809465,31
10824356,121
10809457,183
10821089,394
10818646,244
10817424,366
10804460,119
10804473,119
10804510,392
10804522,119
10823762,121
10823772,396
10809774,121
10885747,122
10814924,121
10743900,180
10744328,150
10744328,150
10448979,120
10311875,123
10822794,394
10799806,364
10799808,364
10928741,121
10928741,121
10984580,30
10204767,426
10529902,121
10783459,119
10876302,121
10794952,30
10796105,28
10750800,181
10750800,181
10930668,365
10815977,121
10813392,123
10853896,395
10930278,30
10813722,121
10811274,121
10886514,396
10886514,396
10886514,396
10800082,392
10800083,392
10800096,119
10924416,180
10802489,121
10973757,121
10969698,30
10811475,24
10811476,121
10956877,121
10799436,364
10804747,119
10808360,119
10831575,122
10877485,121
10809547,31
10788883,180
10798684,392
10806703,392
10814716,121
10894632,183
10816341,426
10817461,391
10870480,121
10811282,121
10811282,121
10816297,395
10788938,119
10786187,119
10786187,119
10788545,183
10788545,183
10788140,119
10786122,119
10647499,395
10647499,395
10446174,120
10541299,122
10951324,121
10809393,365
10978422,121
10808817,392
10811756,395
10808792,395
10618361,364
10808141,394
10813466,121
10851164,122
10802298,392
10803766,119
10803803,364
10803804,364
10803805,364
10182434,364
10799842,149
10799860,392
10952005,122
10800993,119
10804274,119
10810847,121
10825703,395
10233912,426
10269979,396
10909765,119
10856064,396
10817654,183
10816082,121
10816126,122
10816126,122
10906243,28
10789876,119
10811023,121
10811023,121
10811054,121
10867290,34
10782444,395
10844949,394
10844954,396
10785915,119
10785917,119
10785917,119
10755478,181
10780263,120
10782639,395
10795697,119
10795707,119
10796885,180
10796912,28
10768027,394
10768027,394
10799070,27
10814753,395
10814819,183
10799092,392
10799105,119
10918249,241
10778439,120
10778443,120
10805226,119
10807471,119
10789564,119
10233260,364
10233260,364
10933918,370
10804944,119
10921405,31
10802560,180
10796015,119
10796019,27
10848151,426
10263173,394
10794219,119
10794230,393
10817107,121
10817110,121
10914904,119
10914904,119
10914904,119
10685697,121
10858106,122
10814277,121
10485882,0
10782194,364
10248717,0
10785704,119
10920193,119
10798674,119
10249171,395
10799278,180
10277301,395
10053073,488
10053073,488
10796635,393
10796665,424
10170649,426
10793673,395
10798767,180
10798790,119
10798860,119
10812576,30408
10938867,121
10805024,364
10812205,121
10804289,392
10804293,119
10788001,395
10799947,119
10828749,121
10802353,119
10795771,119
10795793,30
10795793,30
10795793,30
10795793,30
10795793,30
10795812,119
10796948,28
10800974,364
10792828,119
10778225,395
10786667,119
10483320,120
10790589,30
10790592,423
10812872,369
10814837,180
10814837,180
10816243,456
10813048,400
10618304,61
10618304,61
10809263,121
10809263,121
10787116,30
10780664,426
10417273,0
10970235,121
10888909,121
10888909,121
10888909,121
10888909,121
10783960,395
10796435,119
10217364,366
10779453,180
10857479,702
10857479,702
10557849,424
10557849,424
10415660,395
10415660,395
10415660,395
10817736,121
10817770,121
10806589,392
10938143,433
10923770,119
10901765,120
10796856,119
10535703,30410
10782513,119
10806918,119
10785955,395
10785689,36
10784335,395
10784317,395
10805094,396
10796993,119
10796998,28
10797001,28
10181351,396
10247089,0
10802101,119
10573542,122
10747563,30
10757408,364
10786473,34
10791682,395
10552933,364
10886758,122
10812617,426
10812319,121
10133607,122
10807347,426
10860209,152
10780993,120
10781029,119
10781033,120
10785016,180
10780474,120
10797363,119
10798373,392
10837382,395
10798386,426
10798386,426
10796222,119
10796246,394
10794870,119
10844015,394
10794875,394
10796031,394
10794885,119
10793087,368
10888985,369
10793134,180
10793140,122
10793140,122
10790718,119
10791951,119
10814242,366
10793202,119
10782272,119
10632694,426
10632694,426
10788501,515
10788507,119
10785377,119
10785384,119
10786068,119
10786087,119
10912360,369
10468300,120
10584850,121
10584861,121
10218236,380
10899907,119
10781088,120
10683516,394
10779775,364
10783166,366
10411626,396
10790056,119
10792228,395
10792297,395
10792295,119
10788957,119
10838302,121
10838302,121
10790042,364
10790053,364
10786306,119
10788635,119
10783559,180
10783560,119
10638419,485
10761829,30
10546460,395
10776575,120
10765813,180
10293521,392
10293521,392
10795859,119
10794090,180
10794126,150
10792909,119
10871235,394
10794073,32
10791716,211
10793005,119
10781948,364
10789493,180
10789144,119
10839364,426
10839364,426
10781983,119
10787686,368
10787686,368
10781411,395
10802995,119
10797660,119
10787853,426
10787853,426
10795339,119
10780856,120
10865152,395
10794535,119
10780784,369
10780784,369
10791196,119
10792966,119
10789003,119
10789020,32
10789844,395
10789848,395
10790064,152
10770105,119
10782295,119
10770055,181
10391460,91
10764201,119
10764222,150
10764257,120
10778827,120
10676598,121
10796848,28
10778805,120
10778805,120
10776709,546
10776751,120
10762700,211
10792658,395
10793792,364
10793811,364
10786498,119
10792736,119
10792599,211
10792599,211
10792599,211
10792619,119
10789226,119
10836760,122
10534402,121
10781842,30
10781844,119
10830849,33
10806867,27
10783641,119
10785175,395
10798430,119
10798476,119
10785418,369
10785442,119
10785491,180
10795113,119
10486187,393
10763854,119
10763854,119
10790507,30
10792720,119
10771095,119
10761626,119
10825109,121
10825109,121
10825109,121
10765340,364
10797749,392
10761587,181
10796552,119
10796550,119
10762692,122
10762692,122
10906656,120
10847052,30
10847052,30
10075748,458
10075748,458
10786326,395
10892086,280
10892086,280
10795410,424
10873033,180
10791514,119
10499602,395
10499602,395
10792430,424
10793574,395
10793598,546
10793664,119
10779840,120
10789035,119
10349342,426
10790264,364
10790265,364
10832025,122
10832025,122
10787006,119
10894320,119
10787067,60
10787130,395
10786994,364
10786982,364
10787243,395
10918432,31
10789047,119
10813596,121
10788310,119
10236541,379
10917355,364
10917345,364
10777089,120
10779122,395
10779210,120
10762323,122
10777262,120
10777269,120
10777269,120
10707650,122
10779934,395
10723163,31
10622655,395
10789311,364
10789362,124
10791538,30
10766664,390
10339788,273
10768065,119
10761294,122
10761303,122
10795470,180
10761366,181
10775240,120
10775247,35
10777386,386
10780352,32
10762091,181
10793389,395
10752768,426
10752768,426
10795143,119
10894719,394
10768848,119
10768856,29
10768870,120
10768870,120
10768870,120
10768870,120
10768870,120
10768879,394
10935071,121
10787336,395
10761659,427
10761718,181
10764006,364
10173622,152
10917661,119
10770903,180
10148390,426
10924895,119
10867153,121
10270106,457
10783079,119
10766501,33
10766511,119
10766529,211
10615058,122
10615058,122
10615058,122
10757276,122
10757276,122
10757276,122
10236729,426
10777961,0
10775063,395
10851986,122
10835279,122
10835279,122
10835279,122
10876985,395
10772556,264
10772556,264
10772556,264
10774728,426
10789062,119
10772609,395
10377748,123
10773860,426
10772858,119
10202574,465
10835782,394
10768641,119
10768649,394
10879330,181
10950328,121
10785256,371
10768973,394
10768974,394
10770232,29
10768910,122
10768910,122
10768910,122
10907355,119
10768946,119
10761424,122
10763765,364
10762731,394
10762426,122
10762607,122
10771913,180
10766055,108
10771938,395
10801037,119
10755773,30
10755773,30
10766220,364
10766250,119
10767520,48
10767520,48
10767520,48
10897604,120
10767546,119
10767546,119
10767546,119
10769076,119
10769076,119
10663551,119
10776872,30
10776916,120
10777751,395
10777751,395
10777751,395
10777761,120
10778231,120
10756466,122
10756472,122
10662425,149
10740776,0
10765702,396
10450611,454
10450612,454
10765740,364
10772360,394
10472693,382
10768322,395
10761153,30
10768938,119
10169719,364
10767142,29
10765108,424
10777535,181
10778390,120
10774083,394
10722347,365
10869091,121
10869091,121
10131768,6
10761768,122
10358525,30
10761921,393
10772983,394
10169744,121
10617834,365
10771321,119
10742788,364
10174176,0
10746422,425
10747709,517
10760555,181
10750365,121
10313819,428
10760584,122
10760612,181
10168119,426
10776645,426
10895059,119
10875355,121
10756191,122
10756191,122
10287167,457
10749798,121
10753274,122
10752932,122
10755091,395
10755099,364
10774373,119
10649540,365
10773393,29
10762908,395
10773517,213
10773517,213
10904436,180
10764910,120
10764901,119
10312199,394
10874776,121
10767863,394
10614369,395
